Comment,Location 1,Location 2,Location 3
কামড়াকামড়ি করে সমনে এগিয়ে যাবে,Dhaka,,
ইতা মুক্তযুদ্ধের ইতিহাসও জানে না।তারে একটা GK বই গিফ্ট করতে চাই,চট্টগ্রাম,কক্সবাজার,Chittagong
কেমনে কি? সে কি মুক্তি যুদ্ধ বিয়ষ কিছু বুঝে।,Chittagong,Bandarban,Cox's Bazar
আর জাকে ধর্ম মন্ত্রী করা হয়েছে তার সর্বোচ্চ শিক্ষাগত যোগ্যতা SSC সব আমাদের হাতের কামাই,Dhaka,,
Rifat Hossain Rahat Rayhan Islam ei dek hala baji dhorsili nh,Dhaka,Patuakhali,
খেলার সময় বাচ্চাদের দুধভাত করে রাখার যে ব্যাপারটা,Dhaka,Gazipur,
Keno?,Dhaka,Khulna,Jessore
Ekhon oi bolbe tarek rahaman ow juddo korse,Cumilla,Comilla,
দেশটার হোগামারা কমপ্লিট,Dhaka,,
hagar montri.khusir thelay haha astase,Narayanganj,,
সংবিধান অনুযায়ী বাংলাদেশের ১৩তম জাতীয় সংসদ নির্বাচনের যেহেতু কোনো বৈধতা নেই অর্থাৎ ২০২৬ সালের জাতীয় সংসদ নির্বাচন অবৈধ সুতরাং …,Dhaka,,
"""ভাগ্য ভালো দলের সিদ্ধান্তে হয়েছেন, নয়তো নিজে নিজেই মন্ত্রিত্বের শপথ নিতেন.!""",Gazipur,,
হয়চে না ইয়াং বেডা রে কি দিসে,Dhaka,Mymensingh,
Ai bar juddho lagboi,Dhaka,Barisal,Bhola
ঘেরাও কমিটির প্রধান,Dhaka,,
এসব কিয়া দেখতাহে,Dhaka,,
মুরগি যুদ্ধা,Comilla,,
আস্তা একটা ভ'কলম,Dhaka,,
যার নাই মেয়র এর কাজ সম্পর্কে ধারনা আজ সে মন্ত্রণালয় চালাইবো,Dhaka,,
জোকার,Dhaka,Mymensingh,
রিমিনি এডিট,Barisal,,
Ei halare keno jeno amr kache neshakhor mone hoy,Chittagong,Chandpur,
Ore dekhle hashi ahe Amar,Dhaka,,
মুক্তিযুদ্ধের চেতনায় এখন আর ঘুমানো যাবেনা,Rajshahi,,
নয়ন রে দৌড়া দৌড়ি মন্ত্রী বানানো হোক,Dhaka,,
1987 সালে জন্ম হওয়া মানুষটা 71 এর মুক্তিযুদ্ধের কি বুঝবে বুঝে আসেনা।,Dhaka,,
শেষ,Dhaka,,
একেবারে জায়গা মত দিছে তার মতো যোদ্ধা একটাও নাই বি এন পি তে কয় আগেও হেতারে দেখলাম যুদ্ধ করতে শহিদ মিনারে,Bagerhat,,
ঘেরাও উপদেষ্টা ।,Dhaka,Faridpur,
বয়স হয় নাই ৪০ দিয়া দিছে মুক্তিযোদ্ধা বিষয়ক হো***সারা আকাশ ভরা তারা..!,Dhaka,,
"""২য় পলক ।হোগামা,,,,,,,,রা সারা""",Chittagong,Barisal,
Chor rey churi korar pod disey,Dhaka,Tangail,
আলহামদুলিল্লাহ। মুক্তিযুদ্ধের স্বপক্ষের লোক।,ঢাকা,Dhaka,
Gaja kheye pod dise mone hocche,Dhaka,Cox's Bazar,
"""কিছু পর হবে """"বীর মুক্তিযোদ্ধা ইসরাক হোসেন """"""",Dhaka,,
আমার মনে হয় তার জন্ম আগে যুদ্ধ হয়েছে,লালমনিরহাট,Lalmonirhat,
"""ঠেলঠেলি যোদ্ধা,,,""",Dhaka,Rangpur,
Kon sector লড়ায় করচে সে শেখ হাসিনা তো বলতো বি এন পি কে রাজাকার,Dhaka,,
২ বছর ও টিকবে নাকি সন্দেহ,Dhaka,,
আচ্ছা এ মন্ত্রনালয়ের কাজ কি?,Khulna,,
প্রধানমন্ত্রী - লন্ডন | স্বরাষ্ট্র - ভারত | পররাষ্ট্র - আমেরিকা |…,Dhaka,,
"""কয়েক পরে মনে হয় নতুন করে মিডিয়া প্রকাশ করবে, বীর মুক্তিযোদ্ধা """"ইশরাক হোসেন """"""",Dhaka,,
না ঠিক ই আছে সব জায়গায় তো যুদ্ধ ই করে হালায়,Chittagong,,
সবারই খাওয়ার অধিকার আছে। বেচারাকে দেওয়ার জায়গা ছিল না তাই সেখানে দেওয়া হয়েছে,Dhaka,,
এই পুষ্ট দেখার পর আধা হাসছি,Sylhet,,
ওওমাকালো,Dhaka,,
শেষ যুদ্ধ টা রে ও খাইয়া দিবে,Dhaka,Kishoreganj,
ওর দাদা দেখেছে মুক্তিযুদ্ধ? ওকে দিছে মুক্তিযুদ্ধ মন্ত্রনালয় এর দায়িত্ব,Dhaka,,
মুক্তিযোদ্ধার হোগামারা সারা,Khulna,Bagerhat,
Or vhason er speech sunle jei freedom fighters ra becha ase shock kheye more jba,Dhaka,,
"""কয় পরে সেও জাতির কাছে বলবে, সেও ৭১ রে যুদ্ধ করেছে""",ময়মনসিংহ,Dhaka,Mymensingh
খেলা হবে নিরাপদে,Rangpur,,
nogor daddy,Rajshahi,,
এই কি মুক্তিযোদ্ধা? না,Dhaka,Naogaon,
Does he know anything about liberation war????!,Dhaka,,
"""ও মুক্তিযুদ্ধের সময় জন্মেছিলো,???""",Dhaka,,
শান্তি চুক্তির পুরো পুরী ওলঙন করছে বিএমপি,Dhaka,,
নতুন ভাবে নাতি পুত্রের সৃষ্টি হবে,Chittagong,Rajshahi,
কাউকে খাওন থেকে দূরে রাখা যাবে না,Dhaka,,
রাম পাঠা,Dhaka,,
মেয়র হতে পারে না এখন এক ঠেলায় থাকবো মন্ত্রী জয় বাংলা খেলা হবে রাজপথে।,Dhaka,Chandpur,
কারে কি দিছে রে ভাই,Narayanganj,,
কিন্তু ইশরাক শপথ ই তো নিলো রাজাকার দের সাথে।,Tangail,,
১৯৭১ সালে জিয়াউর রহমানের সাথে থেকে মুক্তিযুদ্ধ করছে কমান্ডো ইসরাক হোসেন,Dhaka,,
"""বাবার নাম টা ডুবাইলো,,""",Dhaka,Khulna,Satkhira
দুইজন বীরশ্রেষ্ঠদের নাম জানে কি না সন্দেহ,Khulna,,
অথচ প্রশ্ন করেন ৭ জন বীরশ্রেষ্ঠের নাম কি তার উত্তর কি দেয় দেখেন৷,Dhaka,,
মানে কোনোরকম একটা পতাকাবাহী গাড়ী পেলেই হলো!,Dhaka,Kishoreganj,
এবারে এই মন্ত্রনালয় হবে হজবরল,Barisal,,
"""কমেন্ট পড়ার অভ্যাস টা ছাড়তে পারলাম না, এমন ভাবে কমেন্ট পড়ছি যেন কমেন্ট পরীক্ষায় আসবে""",Dhaka,,
৭১ সালের সেক্টর কমান্ডার ছিল মনে হয়।,Chittagong,Lakshmipur,
এটা হওয়ার কথা ছিল ভাগ্য ভাল হলে সে তার নাম মুক্তিযুদ্ধের কোনো এক সেক্টরে লিখে নিবে,Chittagong,,
ঠ্যালার জোর আছে মানতে হবে,Dhaka,,
নগর ড্যান্ডি এইবার স্বাধীনতার বারোটা বাজাবে,Dhaka,Rangpur,
যোগ্যতা কোন বিষয় নয় দলের ভিতরে সব মন্ত্রী রাখতে হবে,Chandpur,,
অভিনন্দন,Dhaka,,
চেতনা,Dhaka,Chittagong,Lakshmipur
লেদা পোলারে দিছে কি এটা,Dhaka,,
অনুষ্ঠানে ধাক্কাধাক্কি নিয়ন্ত্রণ বিষয়ক মন্ত্রী দিলে নিজেই কিছুটা সংশোধন হতো আর কি।,Chittagong,,
ALHAMDULILLAH BLESS YOU DEAR UNCLE,Dhaka,,
এখানে ফজলুর হলকে দিলে ভালো হত,Dhaka,,
মুক্তি যুদ্ধ ভাতা পাবে বহু দলীয় মুক্তি যুদ্ধা।,Dhaka,Chittagong,
২৪ বছরের ছেলেরা এবার ভাতা নিবে,Dhaka,Dinajpur,
মাননীয় মন্ত্রী মহোদয় লীগ সরকারের আমলে দেওয়া ভুয়া মুক্তি যোদ্ধাদের সনদ বাতিল করবেন কি?,Comilla,,
এটা কোন কথা অনেকের পদ গুলো তাদের ক্যারেক্টার এর সাথে যায় না যেমন সালকুম একজন আর একজন ইনি কোনো কথা এটা,Dhaka,,
ইনকাম শুরু,Dhaka,,
বয়স কি হয়ছে তার মুক্তিযুদ্ধ বিষয়ক প্রতিমন্ত্রী দিসে??,Dhaka,Mymensingh,
এখন সে বলবে যুদ্ধের ঘোষণা আমি দিছিলাম …,Dhaka,Gazipur,
ফজু কই,সুনামগঞ্জ,Dhaka,Sunamganj
সবাই দেকে জান,Dhaka,,
জয় বাংলা,মানিকগঞ্জ,Dhaka,
পাদ হাগু বিষয়ক মন্ত্রনালয় দিলে ভালো হতো,Dhaka,,
ফি আমানিল্লাহ্,Dhaka,,
Asif mahmud er khobor ase,Dhaka,,
ওকে নিজে নিজেই ঘোষণা দিয়ে দিল। না এই অভ্যস্ত তারা আছে।,Dhaka,,
"""“ফলো মানে নতুন সম্পর্কের শুরু, আর কমেন্ট মানে সেই সম্পর্ককে সুন্দরভাবে ধরে রাখা।…""",Dhaka,,
হাসুন প্রাণ খুলে,Dhaka,,
এতে মুক্তি যোদ্ধার কী বুঝে!!,Dhaka,Comilla,
Bangladesh is planning to go back 50 yrs..,Dhaka,,
ইশরাক ভাইকে এই মুহুর্তে শিশু বিষয়ক মন্ত্রনালয়ের দায়িত্ব দিলে ভালো হত।,Dhaka,Faridpur,Rajbari
গেরাও বিষয়ক প্রতিমন্ত্রী হলে ঠিক আছে,Comilla,,
তালা বাবা।,Brahmanbaria,,
এর বয়স কতো জানি,Chittagong,,
"""কাম সারছে মন্ত্রণালয় আর মন্ত্রণালয় থাকবে না, হবে হজবরল""",Dhaka,,
খতম টা টা বাই বাই,Dhaka,Bagerhat,
যেখানে মুক্তি যুদ্ধের ক টাও বুঝে না,Panchagarh,,
এবার কি আরো মুক্তিযোদ্ধা বাড়বে?,Rangpur,Dinajpur,
ঠেলাঠেলি বিষয়ক মন্ত্রী,Dhaka,,
শিশু মুক্তিযুদ্ধা,সিলেট,Dhaka,Sylhet
"""Vai, hasar ki hoylo bujlam na , badar ki rop nai , na Gon nai.bujlam na""",Dhaka,,
হে মুক্তিযুদ্ধের কিতা বুঝে,সিলেট,Sylhet,Sunamganj
ওর বয়স কত,Chittagong,,
"""নিজের চ্যানেল বলে কথা, সব কিছু অ্যাডভান্স লেখে দেওয়া যায়,""",Dhaka,Chandpur,
হাসি পায়,শরীয়তপুর,Dhaka,Shariatpur
এতো হাহাহা রিয়েক্ট কেন..?,Dhaka,Jamalpur,
Faaaahhhh,Dhaka,,
crickete thaka ta bhalo,Dhaka,,
what the heeellllll,Dhaka,,
পৌতৃক কোটা,Feni,,
ডাইপার,সিলেট,Sylhet,
ইশরাক জন্মের আগে কি কখনো মুক্তিযুদ্ধ দেখছে?,Dhaka,,
এই কি মন্ত্রনালয় চালাতে পারবে?,Chittagong,,
ok,Dhaka,,
দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম হেতে মুক্তিযুদ্ধ বিষয়ক পুরস্কার পাইবো,Comilla,,
মেতর,Dhaka,Chittagong,
হালা,Dhaka,,
উনি না মেথর স্যারি মেথর হবে,Dhaka,,
এবার কাকে ঘেরাও দিবে?,Dhaka,Rajshahi,
যাইহোক এই মন্ত্রণালয়ের কেও ঘেরাও দিতো না তিনি,Rajshahi,,
অযোগ্য লোকজন কে এই সব কাজ দিচ্ছে কেনো,Chittagong,Lakshmipur,
হাদা মোখ মাফি,Sylhet,,
তার জন্ম ১৮০০ সালে সেজন্য সে মুক্তিযুদ্ধ বিষয়ক মন্ত্রী,Lalmonirhat,,
Joker of the ministry,Dhaka,Pabna,
এইবার অরজিনাল মুক্তিযুদ্ধা দের খবর আছে,ঢাকা,Dhaka,Munshiganj
মুক্তিযুদ্ধের ***,Dhaka,Sirajganj,
হো*-/গা মারছে,Dhaka,,
এইসব রাজাকারকে কী সব দায়িত্ব দেওয়া হইছে মুক্তিযুদ্ধ কী সে কী তা বোঝে,রাজশাহী,Rajshahi,
কাদেরের হোগামারা সারা,Dhaka,Bagerhat,
ঠেলা ঠেলি যুদ্দা,Chittagong,,
সার্কাস,Habiganj,,
"""কুছ ভি,,,,""",Feni,,
তখন তো ওর জন্মই হয়নি ও মুক্তি যুদ্ধের কি বুঝবে ? আর মুক্তি যুদ্ধ বিষয়ক মন্ত্রণালয়ের কি দরকার বুঝি না ?,Dhaka,Meherpur,
me,Dhaka,,
এবার মুক্তি যোদ্ধার সংখ্যা বাড়বে,Dhaka,,
দেশের হোগা মারা শেষ,Dhaka,,
কেন ওর ঘেরাও বিষয়ক মন্ত্রিত্ব কই???,Dhaka,,
তিনশো কোটি লোডিং,Dhaka,,
চেতনা,Dhaka,Munshiganj,
জনতার মেথর এখন চেতনা বেঁচে খাবে।,Khulna,Jessore,
এই লোক মুক্তিযুদ্ধের চেতনা ভালো বিক্রি করতে পারে তাই উনাকে মুক্তিযুদ্ধ বিষয়ক প্রতিরক্ষা মন্ত্রী করা হয়েছে।,Narayanganj,Comilla,
বেশি মানুষ হা হা দেয় কেন !! বুঝিনা ব্যাপারটা,Chittagong,,
Best wishes,Dhaka,Chittagong,Noakhali
এখন থেকে ঘেরাও কর্মসূচি মিস করব,Dhaka,Kushtia,
বাচ্চা পোলা মুক্তিযুদ্ধের কী বোঝে!!,Dhaka,,
Chudse* re,Sylhet,,
শুভ কামনা রইল,Dhaka,,
অভিনন্দন,Bagerhat,,
হেতে কি মুক্তিযুদ্ধ করছিল নাকি,Chittagong,,
oi babi,Dhaka,,
কানা হায়দার,Barisal,,
ঘেরাউ মন্ত্রী করলে সব থেকে ভালো হইতো,Dhaka,Barisal,
Md Sarour Hossain Mahi Md. Forhad Hossain,Rajshahi,,
দুই পর দেখবে জাতি মুক্তিযোদ্ধার লিস্টে হেতার নাম,Dhaka,,
এলকোহল বিষয়ক,Dhaka,,
বাপের নাম কি করে ডুবাতে হয় তা ইশরাক থেকে শিখে নেন সবাই।,Dhaka,,
Hahaha,Dhaka,Khulna,
"""আবার দেশে যুদ্ধ হোক,,আমাদের মুক্তিযুদ্ধা হতে হবে""",Dhaka,,
বিপ বিপ,Dhaka,Sirajganj,
"""এখন থেকে জামাতের নতুন নতুন রাজকারদের নাম শুনতে পাবে জাতি,,১৯৯৬ সালে যারা জন্ম হয়ছে,২০১৬ সালে যারা হয়ছে তাদের নাম ও চলে আসতে প…""",Dhaka,,
ঠেলাঠেলি মন্ত্রীত্ব পেলে খারাপ হতোনা,Dhaka,Faridpur,
আওয়ামী লীগ এর আমলে মেয়র গতে পারে না এখন প্রতিমন্ত্রী,Dhaka,Kishoreganj,
ফজলুর রহমান উনি কই,Dhaka,Faridpur,
দেশের হো+গা মারা শেষ,Dhaka,Barisal,
Chota vim,Dhaka,Rangpur,
আমার মনে হয় পাতি মন্ত্রী..,Cox's Bazar,,
হেয় মুক্তি যোদ্ধার কি জানে?,Dhaka,,
Nice,Dhaka,,
হাসালো রে,Dhaka,Chittagong,Noakhali
দেশের সাংগামারা সারা,Natore,,
বা বা বা বাহ্! যতো যাচ্ছে শুধু সারপ্রাইজড আর সারপ্রাইজড,Dhaka,Rajbari,Pabna
বাঁদরের গলায় মুক্তার মালা,Narayanganj,,
রেন্ডিয়ান প্রদেশ হতে যাচ্ছে এই দেশ। দেশের আকাম শারা।,Dhaka,Chittagong,
Metro Rail baica gese..,ঢাকা,Dhaka,Barisal
হাস্যকর,Dhaka,,
দেখা যাচ্ছে দুই পর উত্তর সিটির মেয়র দাবি করার মতো করে নিজেরেও মুক্তিযোদ্ধা দাবি করে বসছে জনতার মেথর মহোদয়,Dhaka,Jhenaidah,
লে চোদন,Chittagong,Noakhali,
"""নতুন কিছু শিখলাম,,,,, এবং দেখলাম ছাগল দিয়েও হাল চাষ করানো যায়,,,,""",Dhaka,Barisal,
এই মাধ্যমেই বি এন পি বুঝিয়ে দিলো যে তারা 71 এ মুক্তিযুদ্ধকে দুচে না,Dhaka,Gazipur,
Redwan Ahmed,Dhaka,Sirajganj,
ও যুদ্ধ করতে করতে মন্ত্রী হয়ে গেলো,Dhaka,Narsingdi,
আল্লাহ তাঁকে সবই দিছে শুধু ব্রেইনটা ছাড়া।,Chittagong,Sylhet,
ঝাড়ু আর ব্যাট পেলো না,Dhaka,,
হোগামারা সারা,Dhaka,,
400কোটির মন্ত্রী,Dhaka,Rangpur,Nilphamari
ঢাকা সিটির কি হবে?সিটির জনগণ ত তাদের নগর ডেডি কে হাড়িয়ে ফেলেছে,চট্টগ্রাম,Chattogram,Chittagong
Take history porte bolen abar,Dhaka,,
Cdsere ছলিম,ঢাকা,Dhaka,Chittagong
ধৈর্য মধুর চেয়ে মিষ্টি এটা প্রমাণ আজকে কোকা সাহেব এর জমিদার পুত্র চেয়েছে ঢাকা সিটির মেয়র হবে। কিন্তু জমিদার পুত্র ধৈর্য ধরার ক…,Dhaka,,
মুক্তি যুদ্ধ কত সালে হয় জানে?,Dhaka,Feni,
নগর ডেডি,Dhaka,Gazipur,
ফজু পাগলা কই?,Mymensingh,Sherpur,
একটা বেয়াদব,Dhaka,,
প্রতিমন্ত্রী ঠেলাঠেলি মন্ত্রী,Dhaka,Barisal,
ফজু চাচাকে দেওয়া দরকার ছিলো।।।,Rangpur,,
সেরা,Dhaka,,
কমান্ড,Dhaka,,
মুক্তিযুদ্ধাকে দেওয়া উচিত ছিল,Dhaka,,
যার নেতৃত্বে ধানমন্ডি ৩২ বুলডোজার দিয়ে ভাঙ্গা হয়েছে তাকে মুক্তিযুদ্ধে বিষয়ক প্রতিমন্ত্রী করা হয়েছে বিষয়টা হাস্যকর,Tangail,Sunamganj,
বাপের কোটায়।।। উনি মেয়র হলে ভালো হতো।।। বয়স্ক কেউ দরকার।।।,Dhaka,,
ঘেরাও মন্ত্রী,Dhaka,,
মুক্তিযোদ্ধা ইসরাক হোসেন,Dhaka,Tangail,
ঠেলাঠেলি বিষয়ক মন্ত্রী দিলে ভালো হতো এরথেকে,Dhaka,Narsingdi,
ইশরাক বাইন্সুদ,Dhaka,Khulna,Kushtia
Dhokkho manush bole Kotha,Dhaka,,
মুক্তি যোদ্ধাদের অভিজ্ঞতা নাই ছেলেদের আছে,Barisal,,
এক ঠেলাতেই ফকাত,Chittagong,Chandpur,
ঘেরাও মন্ত্রী,Chittagong,Comilla,
বিএনপির সব পোষ্টে সবাই হা হা রিয়েক্ট দেয়। অথচ এই বিএনপিই নাকি বিপুল আসনে জয়ী। সমাধান কি,ঢাকা,কিশোরগঞ্জ,Dhaka
এই মন্ত্রণালয়ের দায়িত্ব দেওয়া উচিত ছিল জনাব ফজলুর রহমানকে,Chittagong,Noakhali,
ঠেলি ধাক্কাইয়া মুক্তিযোদ্ধা হইয়া গেছে,Barisal,,
ফজলুর রহমান কে প্রয়োজন ছিল,Rajshahi,Pabna,
কোথায় কি মন্ত্রী,Rajshahi,,
অপাত্রে দান,Barisal,,
উনাকে দরকার ছিলো যুব ও ক্রীড়া মন্ত্রণালয়।,Dhaka,,
চেতনা ব্যবসা জমজমাট হবে,Dhaka,Gazipur,
তোরা যে বিকৃত মাল বুঝা যায়,Dhaka,,
"""মুক্তি যোদ্ধার ছেলে মুক্তি যোদ্ধা মন্ত্রনালয়ের দায়িত্ব পেয়েছে, এতে রাজনীতি করার কিছু নেই।""",Chittagong,Sylhet,
সুইপার,নীলফামারী,Rangpur,Nilphamari
CADA,Dhaka,,
এবার ঘেরাও করতে সুবিধা হবে,Dhaka,Rangpur,
অন্তত মুক্তিযোদ্ধা পরিবারের সন্তান। দেখা যাক কতটুকু করতে পারে,Dhaka,,
ইশরাক তো মুক্তিযোদ্ধা,কিশোরগঞ্জ,Dhaka,Kishoreganj
সেও এখন মুক্তিযোদ্ধা,Dhaka,,
গপ গপ গপ,ঢাকা,Khulna,
মুক্তিযুদ্ধের হোমাসা,Dhaka,,
চলিতেছে সার্কাস,Dhaka,,
মুক্তি যুদ্ধের সময় যার জন্মই হয়নি সে নাকি মুক্তি যুদ্ধা বিষয়ক মন্ত্রী,Dhaka,,
মুক্তি যুদ্ধ সম্পর্ক ও কি জানে ওকে যে ঐ পদ দিলো,Dhaka,,
শিশু মুক্তিযোদ্ধা মন্ত্রী,চট্টগ্রাম,Dhaka,Chittagong
হায়রে অন্দের দেশ,Dhaka,,
ওর বয়স কত,ফরিদপুর,Dhaka,Faridpur
ঘেরাও হবে,Sylhet,,
এডা বেশি হয়া গেলো,Bhola,,
কোটা না মেধা?,Dhaka,Naogaon,
thela theli bisoyok protimontri,ঢাকা,,
Unare valo lagto liger amole..kintu uni akhon kotha batra bolen liger motoi,Thakurgaon,,
ফজলুর রহমানকে দেওয়া উচিত ছিল,Naogaon,,
জন্ম সালটা??,Nilphamari,,
জন্ম ২০০০ সালে পড়ছে বঙ্গবন্ধুর ইতিহাস এ মুক্তিযুদ্ধ মন্ত্রণালয় এ কি করবে,Sirajganj,,
"""সে মুক্তিযোদ্ধা বিষয় সম্পর্কে কি বুজবে,তার কি সে বিষয়ে নলেজ আছে,,তার কি জন্ম মুক্তিযুদ্ধের সময়,,,, পাগল ছুদা কথা, শুক্কুরে শু…""",Chittagong,,
Right,Dhaka,,
দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম,Dhaka,Barisal,Bhola
প্রতিমন্ত্রী প্রতিবন্ধী,Dhaka,Chittagong,
এই মাল কিন্তু নিজে নিজেই শপত পরে মেয়রের চেয়ারে বসে।,Dhaka,,
মাতাল ইশরাক,Barisal,,
দেশের পু****কি মারা শেষ,Dhaka,,
আচ্ছা ওনার জন্ম কত সালে? ওনি মুক্তিযোদ্ধ বিষয়ে কতটুকু জানেন? কসমেটিক দোকানদার রে ডাক্তারের চেয়ারে বসাইয়া দিলো।,Comilla,,
joker,Dhaka,,
এর থেকে দেশ গোয়া মারা খাওয়ার জন্য প্রস্তুত,Barishal,Barisal,Bandarban
"""আপনি জেনে খুশি হবেন যে—(!!!) (!)আওয়ামী লীগকে আইনিভাবে নিষিদ্ধ হতে না দেওয়া আসাদুজ্জামান পেল আইন, বিচার ও সংসদ বিষয়ক মন্ত্রণাল…""",Dhaka,Rajshahi,
চার চোখ নিয়েও প্রতিমন্ত্রী কে দুই দুইবার!!প্রতিবন্ধী পড়লাম,Barisal,,
দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম,Chittagong,Noakhali,
বলদ কীভাবে প্রতিমন্ত্রী হয়,Gazipur,,
"""মেয়র পদের জন্য তখন ঠিকই আ* ত্ন - হ* ত্যা করলে আজকে আর """" শিশু মুক্তিযোদ্ধা """" হওয়া লাগতো না ইশরাক ভাই ।""",Dhaka,,
মুক্তিযুদ্ধ বিষয়ক ঠেলাঠেলি মন্ত্রী,কুমিল্লা,Dhaka,Comilla
"""রাম পাঠার বাইচ্চা,,,,,,""",Dhaka,,
এই একটা নাদান পোলা। কোন কি মুক্তিযুদ্ধ দেখছে। মুক্তিযুদ্ধের বই ও ইতিহাস ও ভালো করে জানেনা সম্ভবত। আর তাকে দিছে মুক্তিযুদ্ধ …,Dhaka,Rangpur,
প্রতিমন্ত্রী লেখলো না প্রতিবন্ধী লেখলো?,Dhaka,Barisal,Bhola
দেশের হোগাম্রা শেষ...,ঠাকুরগাঁও,Dhaka,Rangpur
সে নিজে মুক্তিযুদ্ধের সঠিক ইতিহাস জানে না,Dhaka,,
Kihhh,Khulna,,
জামাত এর আমিরকে দেওয়ার দরকার ছিলো,Rajshahi,,
যত বড় মূর্খ তত বড় নেতা,Dhaka,Tangail,
দেশের হোগা মারা সারা,Dhaka,,
"""প্রতিবন্ধী মন্ত্রী,""",Dhaka,,
প্রতি মন্ত্রী পড়তে গিয়ে প্রতিবন্ধী পড়ে ফেলেছিলাম,Dhaka,Munshiganj,
দেশের হো* মারা সারা,ফেনী,Feni,
Boka cda,Comilla,,
MARA NEWS …,Dhaka,,
Joker,Dhaka,Chittagong,
ভোটে চোরদের কেমনে মন্ত্রী মানি,Chittagong,,
উচিত ছিলো মাদকদ্রব্য আমদানি প্রতিমন্ত্রী করা তারেক সরকার কাজটা কি করলো?,Dhaka,Barisal,
Faltu,Dhaka,,
প্রতিবন্ধী,Dhaka,,
কুনুইমন্ত্রী,Dhaka,,
শালায় প্রতিমন্ত্রী না প্রতিবন্ধী,Dhaka,,
দেশের হুগা মারা সারা,Chittagong,,
ওকি মুক্তিযুদ্ধ করছে যে ওরে মুক্তিযোদ্ধা মন্ত্রণালয়ের দায়িত্ব দিছস,গাইবান্ধা,Dhaka,
ম*খোর রে দিসে মুক্তিযুদ্ধের মন্ত্রিত্ব,Dhaka,,
"""সামান্য মেয়র হতে পারে নাই সেই নাকি হচ্ছে মন্ত্রী,,,বলার কিছু নেই""",Dhaka,,
"""Sorry ইশরাক, প্রতিবন্ধী পড়ে ফেলছিলাম প্রথমে।""",চাঁদপুর,Chittagong,Chandpur
জুলাই যুদ্ধাদের গোয়া মারা শেষ,Dhaka,,
মুক্তিযুদ্বে হোগা মারা সারা,Dhaka,,
এত হাস্যকর এই লোক,Dhaka,,
মুক্তিযুদ্ধের ইতিহাসে ফেইল করা স্টুডেন্ট যখন মুক্তিযুদ্ধা বিষয়ক মন্ত্রী হয়,Dhaka,,
এরে ঠেলাঠেলি যুদ্ধা হিসেবে ঘোষণা করা হোক,Dhaka,,
কয় পর দেখা যাবে সংসদে তালা মেরে দিছে আমাদের নগর ডাকাত,Dhaka,,
একটা ঘেরাও বিষয়ক মন্ত্রণালায় খোলা উচিৎ ছিলো। বিম্পি র যে কোন কাজের বিরোধিতা কারিদের কার্যালয় ঘেরাও করার জন্য। আর তার মন্ত্রী …,Dhaka,,
প্রতিবন্ধী,Dhaka,,
ঠেলাঠেলি মন্ত্রী,Chittagong,,
ও ৭১ সালে শিশু মুক্তিযোদ্ধা ছিল আমি কিন্তু নিজে দেখেছি ওকে যুদ্ধ করতে,Dhaka,,
হতভাগা জাতি আমরা,Dhaka,,
R lok paylo na.ajob.isjraq er moton chele re proti montri banayche.ajaira,কিশোরগঞ্জ,Dhaka,Kishoreganj
"""ফজু পাগলারে দিলেও মানা যেত,এর তো মুক্তিযুদ্ধের সময় জন্মও হয়নি এবার সব উল্টাপাল্টা হচ্ছে কেন""",Dhaka,Mymensingh,
এই মাল ডা,Dhaka,Gazipur,
হেতে তো খারা বলদ হেতে মুক্তি যুদ্ধের বুজে কি ওরে বানানো উচি ঠেলাঠেলি প্রতিমনএি,Chittagong,,
যতসব চোর বাটপাররাই মনত্রি,Rangpur,,
হোগা মারা শেষ দেশের,Dhaka,,
যে সকল মায়েদের সন্তান গর্বে তাদের কেউ রাজাকার বলতে পারে,Dhaka,,
ডেন্ডি খোর,Dhaka,,
দেশের মারা শেষ,Shariatpur,,
Faltu akta montronaloy. Juddo ki akono roye gese je muktijuddo montronaloy takte hobe.,Sylhet,,
Okay,Dhaka,,
এই গন্ড মুর্খ গুলোরে নাকি মন্ত্রী বলে ওয়াক থু,Khulna,Jessore,
Pathetic,Dhaka,,
আফিল উদ্ অনিক এসব পাগল দেখতাহে প্রতিবন্ধী পাগল,Mymensingh,Sherpur,
কনুই দিয়েই রাজাকারদের বিচার করবেন। নিউক্লিয়ার পাওয়ার্ড এলবো (কনুই),Jessore,,
এরে দেখতে ভাইরাল হওয়া এক সমকামীর মতো,ঢাকা,Khulna,Magura
এই কুত্তার বাচ্চা পুটপুটে সুন্দর....,Dhaka,,
খোঁজ নিয়ে দেখেন ওর দাদা মুক্তিযুদ্ধের সময় রাজাকার ছিলো,Dhaka,Sirajganj,
এই পাঁচ বছরে দেশের হ*** মারা শেষ,Dhaka,,
Desh ta chuide saira dibe,Khulna,Jessore,
চোর,Dhaka,,
দেশের হোগা মারা শেষ,ঢাকা,Chittagong,Noakhali
টাকলা মুরাদের কথা মনে পড়ে গেল।,Dhaka,Chittagong,Pirojpur
