dataset,dataset_slug,doc_id,raw_text,clean_text,tokens,token_text,char_len,token_len,is_empty_raw,is_empty_tokenized,provided_sentiment_label,provided_sentiment_confidence,provided_sentiment_source,sentiment_label,sentiment_confidence,sentiment_score,prob_negative,prob_neutral,prob_positive,prob_sarcastic_negative,sentiment_source,sentiment_probabilities_json
2 After Election,2_after_election,1805,কললিস্ট পাঠান,কললিস্ট পাঠান,"['কললিস্ট', 'পাঠান']",কললিস্ট পাঠান,13,2,0,0,sarcastic_negative,0.409947754644447,model_autofill,sarcastic_negative,0.409947754644447,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1806,ইনশাআল্লাহ দাড়িপাল্লা বিজয় হবেই হবে ইনশাআল্লাহ,ইনশাআল্লাহ দাড়িপাল্লা বিজয় হবেই হবে ইনশাআল্লাহ,"['ইনশাআল্লাহ', 'দাড়িপাল্লা', 'বিজয়', 'হবেই', 'ইনশাআল্লাহ']",ইনশাআল্লাহ দাড়িপাল্লা বিজয় হবেই ইনশাআল্লাহ,48,5,0,0,positive,0.8657662000327395,model_autofill,positive,0.8657662000327395,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1807,Rajakr,rajakr,['rajakr'],rajakr,6,1,0,0,sarcastic_negative,0.5101213083064258,model_autofill,sarcastic_negative,0.5101213083064258,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1808,ইনশাআল্লাহ ন্যায় বিচার কায়েম হবে,ইনশাআল্লাহ ন্যায় বিচার কায়েম হবে,"['ইনশাআল্লাহ', 'ন্যায়', 'বিচার', 'কায়েম']",ইনশাআল্লাহ ন্যায় বিচার কায়েম,34,4,0,0,positive,0.6328014103878509,model_autofill,positive,0.6328014103878509,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1809,কাকু তুমি টিকিট কাটো পাকিস্তান যাওয়ার জন্য,কাকু তুমি টিকিট কাটো পাকিস্তান যাওয়ার জন্য,"['কাকু', 'টিকিট', 'কাটো', 'পাকিস্তান', 'যাওয়ার']",কাকু টিকিট কাটো পাকিস্তান যাওয়ার,43,5,0,0,sarcastic_negative,0.5543293389332887,model_autofill,sarcastic_negative,0.5543293389332887,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1810,ইনশাআল্লাহ সবসময়ই বিশ্বাস করি,ইনশাআল্লাহ সবসময়ই বিশ্বাস করি,"['ইনশাআল্লাহ', 'সবসময়ই', 'বিশ্বাস', 'করি']",ইনশাআল্লাহ সবসময়ই বিশ্বাস করি,29,4,0,0,positive,0.8655367897041184,model_autofill,positive,0.8655367897041184,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1811,সাদা শকুন নিজেও হারবে তার সিটে,সাদা শকুন নিজেও হারবে তার সিটে,"['সাদা', 'শকুন', 'নিজেও', 'হারবে', 'সিটে']",সাদা শকুন নিজেও হারবে সিটে,30,5,0,0,negative,0.4910070973884141,model_autofill,negative,0.4910070973884141,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1812,পূর্ণাঙ্গ ফলাফল প্রকাশের পূর্ব পর্যন্ত কেউ ভোটকেন্দ্র ছাড়বেন না।,পূর্ণাঙ্গ ফলাফল প্রকাশের পূর্ব পর্যন্ত কেউ ভোটকেন্দ্র ছাড়বেন না,"['পূর্ণাঙ্গ', 'ফলাফল', 'প্রকাশের', 'পূর্ব', 'পর্যন্ত', 'ভোটকেন্দ্র', 'ছাড়বেন']",পূর্ণাঙ্গ ফলাফল প্রকাশের পূর্ব পর্যন্ত ভোটকেন্দ্র ছাড়বেন,64,7,0,0,negative,0.4275678198487123,model_autofill,negative,0.4275678198487123,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1813,-Dr. Shafiqur Rahman,dr shafiqur rahman,"['dr', 'shafiqur', 'rahman']",dr shafiqur rahman,20,3,0,0,sarcastic_negative,0.3961014358146401,auto_second_pass_kept,sarcastic_negative,0.3961014358146401,-1.0,0.0,0.0,0.0,1.0,auto_second_pass_kept,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1814,তুই শালার রাজাকার,তুই শালার রাজাকার,"['তুই', 'শালার', 'রাজাকার']",তুই শালার রাজাকার,17,3,0,0,negative,0.5379643411860076,model_autofill,negative,0.5379643411860076,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1815,চাচা মন খারাপ কইরেননা।,চাচা মন খারাপ কইরেননা,"['চাচা', 'মন', 'খারাপ', 'কইরেননা']",চাচা মন খারাপ কইরেননা,22,4,0,0,sarcastic_negative,0.4049253516701398,auto_second_pass_kept,sarcastic_negative,0.4049253516701398,-1.0,0.0,0.0,0.0,1.0,auto_second_pass_kept,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1816,আলহামদুলিল্লাহ বিজয়,আলহামদুলিল্লাহ বিজয়,"['আলহামদুলিল্লাহ', 'বিজয়']",আলহামদুলিল্লাহ বিজয়,19,2,0,0,positive,0.6292618139926144,model_autofill,positive,0.6292618139926144,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1817,অনেক চেষ্টা তদবীর করছেন আর কি জান দিবেন?,অনেক চেষ্টা তদবীর করছেন আর কি জান দিবেন,"['চেষ্টা', 'তদবীর', 'করছেন', 'জান', 'দিবেন']",চেষ্টা তদবীর করছেন জান দিবেন,40,5,0,0,sarcastic_negative,0.3675324852880243,auto_second_pass_kept,sarcastic_negative,0.3675324852880243,-1.0,0.0,0.0,0.0,1.0,auto_second_pass_kept,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1818,আর আপনারাতো জীবন দিতে পারেন না নিতে পারেন।,আর আপনারাতো জীবন দিতে পারেন না নিতে পারেন,"['আপনারাতো', 'জীবন', 'দিতে', 'পারেন', 'নিতে', 'পারেন']",আপনারাতো জীবন দিতে পারেন নিতে পারেন,42,6,0,0,sarcastic_negative,0.8234972567258467,model_autofill,sarcastic_negative,0.8234972567258467,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1819,চেহারা দেখে বোঝা যাচ্ছে ভোট হয়ে গেছে,চেহারা দেখে বোঝা যাচ্ছে ভোট হয়ে গেছে,"['চেহারা', 'দেখে', 'বোঝা', 'যাচ্ছে', 'ভোট', 'হয়ে']",চেহারা দেখে বোঝা যাচ্ছে ভোট হয়ে,37,6,0,0,sarcastic_negative,0.4864683765766731,model_autofill,sarcastic_negative,0.4864683765766731,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1820,আরেক টি গনঅভ্যুত্থান প্রয়োজন হবেই,আরেক টি গনঅভ্যুত্থান প্রয়োজন হবেই,"['আরেক', 'টি', 'গনঅভ্যুত্থান', 'প্রয়োজন', 'হবেই']",আরেক টি গনঅভ্যুত্থান প্রয়োজন হবেই,33,5,0,0,neutral,0.5193016364232741,model_autofill,neutral,0.5193016364232741,0.0,0.0,1.0,0.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1821,হুমমম ইনশাআল্লাহ,হুমমম ইনশাআল্লাহ,"['হুমমম', 'ইনশাআল্লাহ']",হুমমম ইনশাআল্লাহ,16,2,0,0,positive,0.8668836851121128,model_autofill,positive,0.8668836851121128,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1822,ইনশাআল্লাহ দাঁড়ি পাল্লা,ইনশাআল্লাহ দাঁড়ি পাল্লা,"['ইনশাআল্লাহ', 'দাঁড়ি', 'পাল্লা']",ইনশাআল্লাহ দাঁড়ি পাল্লা,23,3,0,0,positive,0.9152135668869932,model_autofill,positive,0.9152135668869932,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1823,হুমমম,হুমমম,['হুমমম'],হুমমম,5,1,0,0,sarcastic_negative,0.3930064079213063,auto_second_pass_kept,sarcastic_negative,0.3930064079213063,-1.0,0.0,0.0,0.0,1.0,auto_second_pass_kept,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1824,আপনারা খুব ভালো সব জায়গায় চোরের রিপোর্ট আসছে,আপনারা খুব ভালো সব জায়গায় চোরের রিপোর্ট আসছে,"['আপনারা', 'ভালো', 'জায়গায়', 'চোরের', 'রিপোর্ট', 'আসছে']",আপনারা ভালো জায়গায় চোরের রিপোর্ট আসছে,46,6,0,0,sarcastic_negative,0.6118736505241352,model_autofill,sarcastic_negative,0.6118736505241352,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1825,কাক্কু রাতের ভোটে,কাক্কু রাতের ভোটে,"['কাক্কু', 'রাতের', 'ভোটে']",কাক্কু রাতের ভোটে,17,3,0,0,sarcastic_negative,0.4995219383169661,model_autofill,sarcastic_negative,0.4995219383169661,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1826,ধর্ম ব্যবসায়ীদের রুখে দিবো এইবার। ধানের শীষে বিজয় হবে।,ধর্ম ব্যবসায়ীদের রুখে দিবো এইবার ধানের শীষে বিজয় হবে,"['ধর্ম', 'ব্যবসায়ীদের', 'রুখে', 'দিবো', 'এইবার', 'ধানের', 'শীষে', 'বিজয়']",ধর্ম ব্যবসায়ীদের রুখে দিবো এইবার ধানের শীষে বিজয়,54,8,0,0,neutral,0.4962368056934403,model_autofill,neutral,0.4962368056934403,0.0,0.0,1.0,0.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1827,তার মানে আপনাদের খেলা শেষ,তার মানে আপনাদের খেলা শেষ,"['মানে', 'আপনাদের', 'খেলা', 'শেষ']",মানে আপনাদের খেলা শেষ,25,4,0,0,sarcastic_negative,0.8448687797069562,model_autofill,sarcastic_negative,0.8448687797069562,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1828,আসল রূপ একদিনে,আসল রূপ একদিনে,"['আসল', 'রূপ', 'একদিনে']",আসল রূপ একদিনে,14,3,0,0,sarcastic_negative,0.4851017908297637,model_autofill,sarcastic_negative,0.4851017908297637,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1829,পরাজয় মেনে নেওয়ার জন্য প্রস্তুত হোন,পরাজয় মেনে নেওয়ার জন্য প্রস্তুত হোন,"['পরাজয়', 'মেনে', 'নেওয়ার', 'প্রস্তুত', 'হোন']",পরাজয় মেনে নেওয়ার প্রস্তুত হোন,35,5,0,0,negative,0.3840037663744517,auto_second_pass_kept,negative,0.3840037663744517,-1.0,1.0,0.0,0.0,0.0,auto_second_pass_kept,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1830,সপ্ন সপ্নই থেকে জাবে।,সপ্ন সপ্নই থেকে জাবে,"['সপ্ন', 'সপ্নই', 'জাবে']",সপ্ন সপ্নই জাবে,21,3,0,0,negative,0.4207103651892636,model_autofill,negative,0.4207103651892636,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1831,রাজাকারের চেহেরা দেখেন কি ভয়ানক,রাজাকারের চেহেরা দেখেন কি ভয়ানক,"['রাজাকারের', 'চেহেরা', 'দেখেন', 'ভয়ানক']",রাজাকারের চেহেরা দেখেন ভয়ানক,31,4,0,0,negative,0.4168349066516156,model_autofill,negative,0.4168349066516156,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1832,নবজন্মের মহাকাব্য:বাংলাদেশ,নবজন্মের মহাকাব্য বাংলাদেশ,"['নবজন্মের', 'মহাকাব্য', 'বাংলাদেশ']",নবজন্মের মহাকাব্য বাংলাদেশ,26,3,0,0,positive,0.4746464195453378,model_autofill,positive,0.4746464195453378,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1833,বন্ধ্যাত্বের আঁধার চিরে আজ জন্ম নিল এক নতুন সূর্য।,বন্ধ্যাত্বের আঁধার চিরে আজ জন্ম নিল এক নতুন সূর্য,"['বন্ধ্যাত্বের', 'আঁধার', 'চিরে', 'আজ', 'জন্ম', 'নিল', 'নতুন', 'সূর্য']",বন্ধ্যাত্বের আঁধার চিরে আজ জন্ম নিল নতুন সূর্য,50,8,0,0,sarcastic_negative,0.5046944640928452,model_autofill,sarcastic_negative,0.5046944640928452,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1834,"শতাব্দীর জরাজীর্ণ চিন্তা আর পরাধীন চেতনার মৃত্যু হলো আজ,",শতাব্দীর জরাজীর্ণ চিন্তা আর পরাধীন চেতনার মৃত্যু হলো আজ,"['শতাব্দীর', 'জরাজীর্ণ', 'চিন্তা', 'পরাধীন', 'চেতনার', 'মৃত্যু', 'হলো', 'আজ']",শতাব্দীর জরাজীর্ণ চিন্তা পরাধীন চেতনার মৃত্যু হলো আজ,56,8,0,0,negative,0.4338507439147487,model_autofill,negative,0.4338507439147487,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1835,"ভস্মস্তূপ থেকে জেগে উঠল এক আধুনিক, টেকসই ও উন্নত বাংলাদেশ।",ভস্মস্তূপ থেকে জেগে উঠল এক আধুনিক টেকসই ও উন্নত বাংলাদেশ,"['ভস্মস্তূপ', 'জেগে', 'উঠল', 'আধুনিক', 'টেকসই', 'উন্নত', 'বাংলাদেশ']",ভস্মস্তূপ জেগে উঠল আধুনিক টেকসই উন্নত বাংলাদেশ,58,7,0,0,positive,0.4020192756476347,auto_second_pass_kept,positive,0.4020192756476347,1.0,0.0,0.0,1.0,0.0,auto_second_pass_kept,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1836,"শোনো বিশ্ববাসী, শোনো পৃথিবীর প্রান্তরে থাকা প্রতিটি মানুষ—",শোনো বিশ্ববাসী শোনো পৃথিবীর প্রান্তরে থাকা প্রতিটি মানুষ,"['শোনো', 'বিশ্ববাসী', 'শোনো', 'পৃথিবীর', 'প্রান্তরে', 'থাকা', 'প্রতিটি', 'মানুষ']",শোনো বিশ্ববাসী শোনো পৃথিবীর প্রান্তরে থাকা প্রতিটি মানুষ,58,8,0,0,negative,0.6213041226291244,model_autofill,negative,0.6213041226291244,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1837,"বাংলাদেশ আজ আর কোনো অশুভ শক্তির দাস নয়,",বাংলাদেশ আজ আর কোনো অশুভ শক্তির দাস নয়,"['বাংলাদেশ', 'আজ', 'কোনো', 'অশুভ', 'শক্তির', 'দাস', 'নয়']",বাংলাদেশ আজ কোনো অশুভ শক্তির দাস নয়,39,7,0,0,positive,0.7652270978041568,model_autofill,positive,0.7652270978041568,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1838,বাংলাদেশ আজ আর দুঃশাসন কিংবা শোষণের চারণভূমি নয়।,বাংলাদেশ আজ আর দুঃশাসন কিংবা শোষণের চারণভূমি নয়,"['বাংলাদেশ', 'আজ', 'দুঃশাসন', 'কিংবা', 'শোষণের', 'চারণভূমি', 'নয়']",বাংলাদেশ আজ দুঃশাসন কিংবা শোষণের চারণভূমি নয়,48,7,0,0,positive,0.8003401752214878,model_autofill,positive,0.8003401752214878,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1839,"আজ আমলাতন্ত্রের দেয়াল ভাঙার দিন, ঘুষ-দুর্নীতির শিকড় উপড়ানোর দিন।",আজ আমলাতন্ত্রের দেয়াল ভাঙার দিন ঘুষ দুর্নীতির শিকড় উপড়ানোর দিন,"['আজ', 'আমলাতন্ত্রের', 'দেয়াল', 'ভাঙার', 'ঘুষ', 'দুর্নীতির', 'শিকড়', 'উপড়ানোর']",আজ আমলাতন্ত্রের দেয়াল ভাঙার ঘুষ দুর্নীতির শিকড় উপড়ানোর,64,8,0,0,sarcastic_negative,0.3211299493605585,auto_second_pass_kept,sarcastic_negative,0.3211299493605585,-1.0,0.0,0.0,0.0,1.0,auto_second_pass_kept,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1840,আজ রাজনীতির মোড়কে লুকিয়ে থাকা দুর্বৃত্ত আর আধিপত্যবাদের দালালদের,আজ রাজনীতির মোড়কে লুকিয়ে থাকা দুর্বৃত্ত আর আধিপত্যবাদের দালালদের,"['আজ', 'রাজনীতির', 'মোড়কে', 'লুকিয়ে', 'থাকা', 'দুর্বৃত্ত', 'আধিপত্যবাদের', 'দালালদের']",আজ রাজনীতির মোড়কে লুকিয়ে থাকা দুর্বৃত্ত আধিপত্যবাদের দালালদের,64,8,0,0,positive,0.7467860426239348,model_autofill,positive,0.7467860426239348,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1841,আস্তাকুঁড়ে ছুড়ে ফেলে বীরদর্পে দাঁড়ানোর দিন।,আস্তাকুঁড়ে ছুড়ে ফেলে বীরদর্পে দাঁড়ানোর দিন,"['আস্তাকুঁড়ে', 'ছুড়ে', 'ফেলে', 'বীরদর্পে', 'দাঁড়ানোর']",আস্তাকুঁড়ে ছুড়ে ফেলে বীরদর্পে দাঁড়ানোর,43,5,0,0,neutral,0.354887462682928,auto_second_pass_kept,neutral,0.354887462682928,0.0,0.0,1.0,0.0,0.0,auto_second_pass_kept,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1842,"আমাদের এই মাটি কোনোদিন গরিব ছিল না,",আমাদের এই মাটি কোনোদিন গরিব ছিল না,"['মাটি', 'কোনোদিন', 'গরিব']",মাটি কোনোদিন গরিব,35,3,0,0,negative,0.7926210746940198,model_autofill,negative,0.7926210746940198,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1843,তাকে ষড়যন্ত্রের মায়াজালে সুপরিকল্পিতভাবে নিঃস্ব করে রাখা হয়েছিল।,তাকে ষড়যন্ত্রের মায়াজালে সুপরিকল্পিতভাবে নিঃস্ব করে রাখা হয়েছিল,"['তাকে', 'ষড়যন্ত্রের', 'মায়াজালে', 'সুপরিকল্পিতভাবে', 'নিঃস্ব', 'রাখা', 'হয়েছিল']",তাকে ষড়যন্ত্রের মায়াজালে সুপরিকল্পিতভাবে নিঃস্ব রাখা হয়েছিল,64,7,0,0,negative,0.3085197816259119,auto_second_pass_kept,negative,0.3085197816259119,-1.0,1.0,0.0,0.0,0.0,auto_second_pass_kept,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1844,আজ সেই ষড়যন্ত্রের বিনাশ হলো।,আজ সেই ষড়যন্ত্রের বিনাশ হলো,"['আজ', 'ষড়যন্ত্রের', 'বিনাশ', 'হলো']",আজ ষড়যন্ত্রের বিনাশ হলো,28,4,0,0,negative,0.4402491045029125,model_autofill,negative,0.4402491045029125,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1845,আজকের এই নতুন যাত্রার কাণ্ডারি আমাদের অদম্য তরুণ ও ছাত্র সমাজ।,আজকের এই নতুন যাত্রার কাণ্ডারি আমাদের অদম্য তরুণ ও ছাত্র সমাজ,"['আজকের', 'নতুন', 'যাত্রার', 'কাণ্ডারি', 'অদম্য', 'তরুণ', 'ছাত্র', 'সমাজ']",আজকের নতুন যাত্রার কাণ্ডারি অদম্য তরুণ ছাত্র সমাজ,62,8,0,0,negative,0.723829252401063,model_autofill,negative,0.723829252401063,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1846,"যাঁদের হাতে সুউচ্চ মেধার মশাল, চোখে মানবিকতার স্বপ্ন,",যাঁদের হাতে সুউচ্চ মেধার মশাল চোখে মানবিকতার স্বপ্ন,"['যাঁদের', 'হাতে', 'সুউচ্চ', 'মেধার', 'মশাল', 'চোখে', 'মানবিকতার', 'স্বপ্ন']",যাঁদের হাতে সুউচ্চ মেধার মশাল চোখে মানবিকতার স্বপ্ন,53,8,0,0,negative,0.5258856883266659,model_autofill,negative,0.5258856883266659,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1847,আর বুলেটের চেয়েও ধারালো প্রযুক্তি-নির্ভর দক্ষতা।,আর বুলেটের চেয়েও ধারালো প্রযুক্তি নির্ভর দক্ষতা,"['বুলেটের', 'চেয়েও', 'ধারালো', 'প্রযুক্তি', 'নির্ভর', 'দক্ষতা']",বুলেটের চেয়েও ধারালো প্রযুক্তি নির্ভর দক্ষতা,48,6,0,0,positive,0.4518276802416385,model_autofill,positive,0.4518276802416385,1.0,0.0,0.0,1.0,0.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1848,"হে বাংলার কৃষক, শ্রমিক, নারী ও প্রবীণ—",হে বাংলার কৃষক শ্রমিক নারী ও প্রবীণ,"['হে', 'বাংলার', 'কৃষক', 'শ্রমিক', 'নারী', 'প্রবীণ']",হে বাংলার কৃষক শ্রমিক নারী প্রবীণ,38,6,0,0,negative,0.3242606525873656,auto_second_pass_kept,negative,0.3242606525873656,-1.0,1.0,0.0,0.0,0.0,auto_second_pass_kept,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1849,"উল্লাসে ফেটে পড়ুক আজ প্রতিটি ঘর, প্রতিটি জনপদ।",উল্লাসে ফেটে পড়ুক আজ প্রতিটি ঘর প্রতিটি জনপদ,"['উল্লাসে', 'ফেটে', 'পড়ুক', 'আজ', 'প্রতিটি', 'ঘর', 'প্রতিটি', 'জনপদ']",উল্লাসে ফেটে পড়ুক আজ প্রতিটি ঘর প্রতিটি জনপদ,46,8,0,0,negative,0.4965220016100656,model_autofill,negative,0.4965220016100656,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1850,"কারণ, আজ জনগণের দেশ ফিরে এসেছে জনগণেরই হাতে।",কারণ আজ জনগণের দেশ ফিরে এসেছে জনগণেরই হাতে,"['আজ', 'জনগণের', 'দেশ', 'ফিরে', 'এসেছে', 'জনগণেরই', 'হাতে']",আজ জনগণের দেশ ফিরে এসেছে জনগণেরই হাতে,44,7,0,0,sarcastic_negative,0.6331750561348195,model_autofill,sarcastic_negative,0.6331750561348195,-1.0,0.0,0.0,0.0,1.0,model_autofill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
2 After Election,2_after_election,1851,"সাম্য, ন্যায়বিচার আর মানবিক শিক্ষার এক নতুন দর্শন",সাম্য ন্যায়বিচার আর মানবিক শিক্ষার এক নতুন দর্শন,"['সাম্য', 'ন্যায়বিচার', 'মানবিক', 'শিক্ষার', 'নতুন', 'দর্শন']",সাম্য ন্যায়বিচার মানবিক শিক্ষার নতুন দর্শন,49,6,0,0,positive,0.3888017082747603,auto_second_pass_kept,positive,0.3888017082747603,1.0,0.0,0.0,1.0,0.0,auto_second_pass_kept,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
2 After Election,2_after_election,1852,আজ থেকে আমাদের আত্মপরিচয়ের ভিত্তি।,আজ থেকে আমাদের আত্মপরিচয়ের ভিত্তি,"['আজ', 'আত্মপরিচয়ের', 'ভিত্তি']",আজ আত্মপরিচয়ের ভিত্তি,34,3,0,0,negative,0.7278622494757812,model_autofill,negative,0.7278622494757812,-1.0,1.0,0.0,0.0,0.0,model_autofill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
