dataset,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
After Election,144,তাল গাছ লাগিয়ে আম কি আশা করা যায়।,তাল গাছ লাগিয়ে আম কি আশা করা যায়,4,0.5966768596100575
After Election,145,লুটপাট শুরু,লুটপাট শুরু,0,0.5999886611456827
After Election,146,টাকা পাচারের বন্দোবস্ত হয়ে গেছে।।,টাকা পাচারের বন্দোবস্ত হয়ে গেছে,3,0.7295313427561629
After Election,147,খেলা শুরু,খেলা শুরু,0,0.5999886611456827
After Election,148,চ্যাম্পিয়ন,চ্যাম্পিয়ন,4,0.5999763809988127
After Election,149,ইন্টার পাশ এর পেলান,ইন্টার পাশ এর পেলান,1,0.7333264289201259
After Election,150,বি এন পি এর বাকশাল,বি এন পি এর বাকশাল,2,0.7999892125936358
After Election,151,গাঞ্জখোরের দল কোথাকার,গাঞ্জখোরের দল কোথাকার,4,0.7987346930070168
After Election,153,চাঁদাবাজার দল,চাঁদাবাজার দল,3,0.7328668759238186
After Election,155,"খাল কেঁটে কুমির ডেঁকে আনলো,, এখন নাসির উদ্দিন এরে পোন্দাবে, তখন ভালো লাগবে",খাল কেঁটে কুমির ডেঁকে আনলো এখন নাসির উদ্দিন এরে পোন্দাবে তখন ভালো লাগবে,2,0.9332873076620138
After Election,156,গাঞ্জখোরের দল কোথাকার,গাঞ্জখোরের দল কোথাকার,4,0.7987346930070168
After Election,158,চাঁদাবাজার দল,চাঁদাবাজার দল,3,0.7328668759238186
After Election,160,"খাল কেঁটে কুমির ডেঁকে আনলো,, এখন নাসির উদ্দিন এরে পোন্দাবে, তখন ভালো লাগবে",খাল কেঁটে কুমির ডেঁকে আনলো এখন নাসির উদ্দিন এরে পোন্দাবে তখন ভালো লাগবে,2,0.9332873076620138
After Election,162,খোকা পুত্র জমিদার,খোকা পুত্র জমিদার,2,0.7333109293746568
After Election,164,দেশে আরও অনেক বেয়াদপ আছে লাখে লাখে,দেশে আরও অনেক বেয়াদপ আছে লাখে লাখে,1,0.5982064930527999
After Election,166,তোর নানির খালি ঘর ইসরাক সালা,তোর নানির খালি ঘর ইসরাক সালা,1,0.7305144064637247
After Election,168,"তোর মুখে লাগাম আছে?, বেয়াদবের হাড্ডি",তোর মুখে লাগাম আছে বেয়াদবের হাড্ডি,2,0.7319719138289659
After Election,170,বকচয় জোকার,বকচয় জোকার,0,0.5999624250448709
After Election,172,"বাংলা একটা প্রবাদ আছে ""সাল কেন মাঠে মাঠে ঘুরিস আমার পোদে এসে লাগিস",বাংলা একটা প্রবাদ আছে সাল কেন মাঠে মাঠে ঘুরিস আমার পোদে এসে লাগিস,4,0.5983146215049375
After Election,174,আব্বা ডাক হালা,আব্বা ডাক হালা,0,0.7311799629725251
After Election,176,তোর আব্বার মাপের খেলোয়ার হালা বোদাই,তোর আব্বার মাপের খেলোয়ার হালা বোদাই,2,0.7317513950014983
After Election,178,ইন্জিনিয়ারিং : গুপ্ত গুপ্ত গুপ্ত,ইন্জিনিয়ারিং গুপ্ত গুপ্ত গুপ্ত,2,0.5999858190001444
After Election,180,"জাতির টেনশন ছিল জামায়াত ক্ষমতায় আসলে মেয়েরা রাতে রাস্তায় চলাফেরা করতে পারবে কিনা, পর্দা বাধ্যতামূলক হবে কিনা।",জাতির টেনশন ছিল জামায়াত ক্ষমতায় আসলে মেয়েরা রাতে রাস্তায় চলাফেরা করতে পারবে কিনা পর্দা বাধ্যতামূলক হবে কিনা,4,0.8994536208428193
After Election,182,"কিন্তু, বিএনপি ক্ষমতায় আসার পর ছেলেরা রাতে রাস্তায় চলাফেরা করার অধিকার চাইছে আর মাসুদ ভাইয়ের পুলিশ আবার নিকাব ধরেছে....",কিন্তু বিএনপি ক্ষমতায় আসার পর ছেলেরা রাতে রাস্তায় চলাফেরা করার অধিকার চাইছে আর মাসুদ ভাইয়ের পুলিশ আবার নিকাব ধরেছে,4,0.9269002700458034
After Election,184,পর্দানশীল পুলিশ...,পর্দানশীল পুলিশ,4,0.599962782740553
After Election,186,এদের জন্য ফ্রীতে পিরিয়ডের ন্যাপকিন বিতরণ করা হোক।,এদের জন্য ফ্রীতে পিরিয়ডের ন্যাপকিন বিতরণ করা হোক,0,0.2
After Election,188,এই ধরনের মূর্খ গুলো বিম্পি চো!দায়,এই ধরনের মূর্খ গুলো বিম্পি চো দায়,0,0.8391911813520716
After Election,190,"যত মানুষ খু/ন হবে, তত টাকা। এগুলো করে সন্ত্রাসী দল আওয়ামীলীগ ও বিএনপি এবং তাদের সহযোগী হিসাবে আছে প্রশাসন, নাস্তিক, গাঁজা খোর ইত্যাদি।",যত মানুষ খু ন হবে তত টাকা এগুলো করে সন্ত্রাসী দল আওয়ামীলীগ ও বিএনপি এবং তাদের সহযোগী হিসাবে আছে প্রশাসন নাস্তিক গাঁজা খোর ইত্যাদি,3,0.8850946041877042
After Election,192,নতুনভাবে যারা দিল্লীকে ইন্জিনিয়ারিং করতেছে।,নতুনভাবে যারা দিল্লীকে ইন্জিনিয়ারিং করতেছে,2,0.552242622661538
After Election,194,কেন হাদি ভাই মেরে ফেলা হয়েছে এখন তা স্পষ্ট বুঝতেছি,কেন হাদি ভাই মেরে ফেলা হয়েছে এখন তা স্পষ্ট বুঝতেছি,0,0.7984096528837337
After Election,196,আবারও ভারতীয় ইন্জিনিয়ারিং তেজস চু|দলিং পং।,আবারও ভারতীয় ইন্জিনিয়ারিং তেজস চু দলিং পং,2,0.5999858190001444
After Election,198,ইন্জিনিয়ারিং নাম দেখে একদল মনে করবে দুনিয়াতে শুধু একজন'ই ইন্জিনিয়ারিং।,ইন্জিনিয়ারিং নাম দেখে একদল মনে করবে দুনিয়াতে শুধু একজন ই ইন্জিনিয়ারিং,2,0.8393547545853207
After Election,200,"চিনের দূঃখ হোয়াংহো, আর তাছাড়া ন্ডিয়ার দূঃখ বালতেজাস থুক্কু হালতেজাস",চিনের দূঃখ হোয়াংহো আর তাছাড়া ন্ডিয়ার দূঃখ বালতেজাস থুক্কু হালতেজাস,0,0.2
After Election,202,অনেক চাঁদাবাজ সৈনিক বলে : অমুকের আন্দোলনের ভিডিও ফুটেজ কই? তমুকের ভিডিও ফুটেজ কই?,অনেক চাঁদাবাজ সৈনিক বলে অমুকের আন্দোলনের ভিডিও ফুটেজ কই তমুকের ভিডিও ফুটেজ কই,3,0.8855458382355677
After Election,204,যখন তারা ভিডিও ফুটেজ খুঁজে তখনই মনে পরে ৭১ সালের কথা।,যখন তারা ভিডিও ফুটেজ খুঁজে তখনই মনে পরে সালের কথা,3,0.8380009543761083
After Election,206,বলতো শেখ হাসিনার মত একজন মানবতার আম্মুকে কতগুলো রাজাকারের পোলাপান মব সৃষ্টি করে বাংলাদেশ থেকে পালিয়ে ইন্ডিয়া যেতে বাধ্য করেছে। তবে আমরা সবসময় সংবিধানের পক্ষে ছিলাম।,বলতো শেখ হাসিনার মত একজন মানবতার আম্মুকে কতগুলো রাজাকারের পোলাপান মব সৃষ্টি করে বাংলাদেশ থেকে পালিয়ে ইন্ডিয়া যেতে বাধ্য করেছে তবে আমরা সবসময় সংবিধানের পক্ষে ছিলাম,3,0.8387924496355506
After Election,208,আমার লাইফে এই প্রথম ইন্টার পাশ ইঞ্জিনিয়ার সরকার প্রধান দেখলাম,আমার লাইফে এই প্রথম ইন্টার পাশ ইঞ্জিনিয়ার সরকার প্রধান দেখলাম,1,0.44073578045238054
After Election,210,বিপদ কেটে গেলে মানুষ বিএনপি হয়ে ওঠে,বিপদ কেটে গেলে মানুষ বিএনপি হয়ে ওঠে,0,0.7977411340557097
After Election,212,আমিও। ইউনুসের আমল টায় ভালো ছিলো।তবে যেদিন থেকে শুনি খাম্বা দেশে ফিরবে ওইদিন থেকেই সব মিডিয়া থেকে শুরু করে সবাই পা চাটতে শুরু করছে,আমিও ইউনুসের আমল টায় ভালো ছিলো তবে যেদিন থেকে শুনি খাম্বা দেশে ফিরবে ওইদিন থেকেই সব মিডিয়া থেকে শুরু করে সবাই পা চাটতে শুরু করছে,0,0.8840195190408994
After Election,214,চাঁদাবাজ মুর্দাবাদ,চাঁদাবাজ মুর্দাবাদ,3,0.5999524484659792
After Election,216,সাবধানে কথা কন,সাবধানে কথা কন,0,0.2
After Election,218,হামরা কিন্তু প্রধানমন্ত্রীর গ্রামের লোক,হামরা কিন্তু প্রধানমন্ত্রীর গ্রামের লোক,1,0.5994279203351905
After Election,220,মাঝখান দিয়া আম তারিক বকা খাই গেলো আম তারিক বি লাইক:আমি আবার কি করলাম,মাঝখান দিয়া আম তারিক বকা খাই গেলো আম তারিক বি লাইক আমি আবার কি করলাম,2,0.8656171730707475
After Election,222,আম তারেকের আর রেহাই নাই রে এনেও আম তারেকরে পুন মারি দিলেন কাগা,আম তারেকের আর রেহাই নাই রে এনেও আম তারেকরে পুন মারি দিলেন কাগা,4,0.798150597990764
After Election,224,আম তারেক আইলো কোই থেকে,আম তারেক আইলো কোই থেকে,1,0.7243872406350155
After Election,226,২ দিনের বৈরাগী গাঁ*ঞ্জারে কয় সিদ্ধি,দিনের বৈরাগী গাঁ ঞ্জারে কয় সিদ্ধি,1,0.5999620592054304
After Election,228,"সুশীল সমাজের চশমাটা কি একটু বেশিই অদ্ভুত? ৫৪ বছর আগের 'রাজাকার' খুঁজতে তারা দূরবীন ব্যবহার করেন, কিন্তু ঘরের পাশে বিএসএফ-এর গুলি আর ফারাক্কার পানির অভিশাপ তাদের চোখে পড়ে না।",সুশীল সমাজের চশমাটা কি একটু বেশিই অদ্ভুত বছর আগের রাজাকার খুঁজতে তারা দূরবীন ব্যবহার করেন কিন্তু ঘরের পাশে বিএসএফ এর গুলি আর ফারাক্কার পানির অভিশাপ তাদের চোখে পড়ে না,2,0.7975356680220526
After Election,230,স্লাকুম,স্লাকুম,0,0.2
After Election,232,জনাব তারেক রহমানের উম্মা কিসের কমতি রাখবেন না আপনি,জনাব তারেক রহমানের উম্মা কিসের কমতি রাখবেন না আপনি,1,0.7329076772482213
After Election,234,আমরা প্রধান মন্ত্রীর পাশাপাশি নতুন নবী পেয়ে গেলাম।নাউজুবিল্লাহ,আমরা প্রধান মন্ত্রীর পাশাপাশি নতুন নবী পেয়ে গেলাম নাউজুবিল্লাহ,3,0.7294091974029444
After Election,236,আরে এটা চাইলকম ভাই চাইলকম এনা,আরে এটা চাইলকম ভাই চাইলকম এনা,0,0.5999825599140485
After Election,238,তারেক রহমান এর উম্মাহ,তারেক রহমান এর উম্মাহ,3,0.7298453260455249
After Election,240,নর্তকীর কাছ থেকে ভালো মন্দ শিখতে হবে আমাদের,নর্তকীর কাছ থেকে ভালো মন্দ শিখতে হবে আমাদের,2,0.7322175091230315
After Election,242,খাট কর্মী,খাট কর্মী,2,0.5999613242540003
After Election,244,নতুন মালের আমদানি,নতুন মালের আমদানি,4,0.5986857520995461
After Election,246,"এখানে যারা আছে প্রত্যেকটাই বারোভাতারি। এক কথায় বলতে গেলে (খ,ম,প)",এখানে যারা আছে প্রত্যেকটাই বারোভাতারি এক কথায় বলতে গেলে খ ম প,2,0.7994690502523596
After Election,248,মিথ্যা কথা ছাত্রদল এমন কাজ করে না।,মিথ্যা কথা ছাত্রদল এমন কাজ করে না,0,0.5986706515396796
After Election,250,বিএনপি মানেই সন্ত্রাসী,বিএনপি মানেই সন্ত্রাসী,3,0.5361881430802506
After Election,252,Allah BNP dol tar upor joto druto shombhob Unar (Allah r) Gojob najil koruk.,allah bnp dol tar upor joto druto shombhob unar allah r gojob najil koruk,0,0.2
After Election,254,রুম দখল চাঁদাবাজি এগুলো সহ্য করেন তাছাড়া তো দেশ রাজাকারের দখলে চলে যাবে,রুম দখল চাঁদাবাজি এগুলো সহ্য করেন তাছাড়া তো দেশ রাজাকারের দখলে চলে যাবে,0,0.8656044546218794
After Election,256,এদের পতন হবে ছাত্র লীগের চেয়েও ভয়ংকর,এদের পতন হবে ছাত্র লীগের চেয়েও ভয়ংকর,1,0.7267418670322153
