Comment,Location 1,Location 2,Location 3,Sentiment,sentiment_confidence,sentiment_source,needs_review
কমছে কোন জাগায়,Dhaka,,,Negative,0.4075220305433532,model,True
আপেল দামটা খুবই বেশি,Dhaka,,,Sarcastic_negative,0.3868260324600034,model,True
বিদ্যুৎ বিলটা বেড়ে গেল কেন?,Comilla,Noakhali,,Sarcastic_negative,0.6272742493289346,model,False
তাহলে বিদ্যুৎতের দাম বাড়ালি কেন ???,Chittagong,,,Sarcastic_negative,0.5944387713238857,model,False
স্বরাষ্ট্র মন্ত্রী এবং অর্থমন্ত্রীর কাছে আমার প্রশ্ন কোন জিনিসটার দাম কমেছে একটু বলবেন,Dhaka,,,Sarcastic_negative,0.3967772166337674,model,True
আগে বাড়ানো হবে,Chittagong,,,Neutral,0.9523798276417614,model,False
যারা সালাউদ্দিনের মন্তব্যের নেগেটিভ কমেন্ট করে তারা সালাউদ্দিনের ফেলে দেওয়া একটা চুলের সমান হতে পারবে না,Dhaka,Kushtia,,Negative,0.5060655778371888,model,False
আলহামদুলিল্লাহ ।,Dhaka,,,Positive,0.6722752494029804,model,False
জোকার!...,Rangpur,Dhaka,,Sarcastic_negative,0.3825018343840853,model,True
Mental ministry,Barisal,Chittagong,,Sarcastic_negative,0.4459592571577637,model,True
কারেন্ট বিল এত বেশি বাড়লো কিভাবে,Dhaka,Kishoreganj,,Sarcastic_negative,0.6897884026004344,model,False
"সংসদে গরিব কেউ নেই,সবাই বড় লোক",Chittagong,Khagrachhari,,Negative,0.3508833855677751,model,True
একটা সময় এই সংসদ ভবনে গান বাজনা হতো আর এখন দেশের উন্নয়ন নিয়ে কথাবার্তা হয়,Dhaka,Chittagong,Noakhali,Positive,0.7667529822782033,model,False
বিনোদন,Bogra,,,Sarcastic_negative,0.3844099342043945,model,True
"কম না, নাই",Dhaka,Chuadanga,Kushtia,Negative,0.4447380079303523,model,True
বেতন বাড়লে সেই টাকা কোথা থেকে আসবে,Rangpur,,,Negative,0.389955131067397,model,True
সবিন তৈল গায়ের রেইট এর চেয়ে বেশি দাম নেয় কেন,Dhaka,Kishoreganj,,Sarcastic_negative,0.5037849131847333,model,False
"কাজের কথার চেয়ে হাস্যকর পরিবেশই বেশি পছন্দ করছে এখন মনে হচ্ছে,,,কি যে হচ্ছে মহান জাতীয় সংসদে,,কমেডি পরিবেশ",Dhaka,Naogaon,,Negative,0.4265660763071742,model,True
চালের দাম ৩০০ টাকা বস্তা বাড়ছে কিভাবে গরিবের বাজেট হল,Chittagong,Chandpur,Dhaka,Sarcastic_negative,0.6127976846417438,model,False
আর কত বিনোদন দিবেন আংকেল,Bagerhat,,,Positive,0.3742012214551704,model,True
শিলং সালাউদ্দিন একটা নিবেদন,Barisal,Kishoreganj,,Sarcastic_negative,0.3197825876741481,model,True
কিরে বাইনচোদ তাহলে দাম বাড়ে কিভাবে,Dhaka,Gazipur,Sirajganj,Sarcastic_negative,0.6276906789170908,model,False
মদ খোর জোকার একটা,Dhaka,Nilphamari,Panchagarh,Negative,0.3871455817443907,model,True
স্বরাষ্ট্রমন্ত্রী কি আবার অর্থ মন্ত্রী হয়ে গেল???,Dhaka,Pabna,,Sarcastic_negative,0.4052989545973353,model,True
খাদ্য তেল সোয়ামিন এগুলোর কেন মূল্য বাড়ানো হয়েছে এটা কি জানতে পারেন আমাদের স্বরাষ্ট্রমন্ত্রী মহোদয়,Cox's Bazar,,,Negative,0.464621699053767,model,True
সংসদে বলে একটা আর বাহিরে আরেকটা,Brahmanbaria,,,Positive,0.6841004375934041,model,False
সুন্দর সিদ্ধান্ত।।।।,Dhaka,,,Sarcastic_negative,0.4738361396326079,model,True
এই মানুষটা হেসে হেসে কিন্তুু কাউকে বাঁশ দিয়া দে উনাকে কাউন্টার এট্যাক করার মতো কেউ নাই,Sylhet,,,Negative,0.5025235357710447,model,False
দেশের আইনশৃঙ্খলা পরিস্থিতি কতটুকু নিয়ন্ত্রণ করতে পেরেছেন। সে ব্যপারে একটা বক্তব্য দেন! না-কি স্লিপ অফ ট্যাং বলে পাড় করে দিতে চাচ্ছেন!!,Sylhet,Tangail,Comilla,Negative,0.3554901717121345,model,True
হায়রে সংসদ সদস্য,Lakshmipur,,,Sarcastic_negative,0.4341929850190972,model,True
নিত্যপণ্যের দোকানে ট্যাক্স দিতে হলে তো সরস্বতী ভোক্তাদের উপর আসবে,Dhaka,,,Sarcastic_negative,0.5180007683132467,model,False
অর্থ মন্ত্রী,Chittagong,Comilla,,Sarcastic_negative,0.5457951733369147,model,False
জোকার,Comilla,Mymensingh,,Sarcastic_negative,0.3867251333497808,model,True
১৬ ধরনের ব্যাবসা প্রতিষ্ঠান কে করের আওতায় আনতেছেন।এই প্রতিষ্ঠান গুলো কে কর দিতে হলে তার অবশ্যই তাদের পণ্যের দাম বৃদ্ধি করবে।,Dhaka,Noakhali,,Negative,0.4708226462135379,model,True
অসংখ্য ধন্যবাদ,Dhaka,Chittagong,,Positive,0.5612409197982792,model,False
কমানো হলে বাড়ে কেন?,Dinajpur,,,Sarcastic_negative,0.4427579509176155,model,True
জোঁকার,Comilla,,,Negative,0.3736885087313555,model,True
সার্কাস,Dhaka,Gazipur,,Sarcastic_negative,0.4268185699934285,model,True
Really genous.,Dhaka,Rajshahi,Pabna,Sarcastic_negative,0.3909013779208251,model,True
অর্থ মন্ত্রীর ভাষন যখন স্বরাষ্ট্র মন্ত্রী দেয়,Dhaka,Madaripur,,Sarcastic_negative,0.4817283781713685,model,True
Ki komaiso ebar electricity bill 2 Double kore asche sobr,Dhaka,Pabna,,Sarcastic_negative,0.729233639528751,model,False
ফালতু,Dhaka,Faridpur,Gopalganj,Sarcastic_negative,0.3867051689296977,model,True
"""বাংলাদেশের হাজারো প্রবাসী ভাই দুবাইয়ের ভিসা জটিলতার কারণে চরম ভোগান্তিতে আছেন। দেশের অর্থনীতিতে তাদের অবদান অপরিসীম। তাই সরক…",Chittagong,Patuakhali,,Negative,0.4219269844234083,model,True
Val komcha,Chittagong,,,Sarcastic_negative,0.5686450789320772,model,False
দারুণ সিদ্ধান্ত,Dhaka,Narsingdi,,Sarcastic_negative,0.4715321194217472,model,True
চাপাবাজি কম কর কাজে বড় হওয়ার কথা না,Bogra,,,Positive,0.4216569977988614,model,True
আলহামদুলিল্লাহ,Sylhet,Habiganj,,Positive,0.6722752494029804,model,False
আলহামদুলিল্লাহ।। মাননীয় প্রধানমন্ত্রীর নেতৃত্বে বিএনপি সরকার গণমানুষের প্রত্যাশা পূরণের লক্ষ্যে নিরলস ভাবে কাজ করে যাচ্ছে।…,Dhaka,,,Positive,0.7087007790684329,model,False
তা হলে বাজারে এত আগুন কেন নিত্যপ্রয়োজনীয় জিনিসপত্র গুলুর,Sylhet,,,Sarcastic_negative,0.5877196816199652,model,False
সাওআর,Khulna,Magura,,Sarcastic_negative,0.3650805065876745,model,True
কারেন্ট কি নিত্য প্রয়োজন জিনিসের ভিতর পড়ে না এটার দাম বাড়ানো হলো কেন,Dhaka,,,Sarcastic_negative,0.4020777735858348,model,True
Comedy sho. Coltace,Dhaka,Chandpur,,Sarcastic_negative,0.38765271868238,model,True
"হালায় কি গাঁজা খাইছে, কুত্তার বাচ্চা কোন তো বাজারে যায় নাই , তাই এমন কথা বলছে",Sylhet,,,Negative,0.4294048296274417,model,True
তাহলে গ্যাসের দাম বাড়লো কেন. …?,Dhaka,Chandpur,,Sarcastic_negative,0.6030096669619062,model,False
সবকিছুর দাম কমানোর জন্য এই সংসদকে ধন্যবাদ কিন্তু এই নিত্যপ্রয়োজনীয় জিনিস কোথায় কম দামে পাওয়া যায় যদি মন্ত্রীদ্বয় জানাতেন কৃতজ্…,Narayanganj,,,Positive,0.3897886574880512,model,True
জোকার সিলিং,Dhaka,Khulna,,Sarcastic_negative,0.4123621517725873,model,True
ধন্যবাদ,Sylhet,,,Positive,0.6366609432454146,model,False
আপনি আইন শৃঙ্খলার কথা বলুন!,Dhaka,Khulna,,Positive,0.5277308302486488,model,False
উনি এমন বজ্রপাত প্রত্যেকটা বিষয়ের উপরে সিলিং থেকে ট্রেডিং প্রাপ্ত লোক।,Dhaka,,,Negative,0.5774113264561499,model,False
ওবায়দুল কাদের 2.0,Dhaka,Faridpur,,Sarcastic_negative,0.450115194088956,model,True
এই হালারা কি পাগল নাকি বুঝে আসেনা,Rajshahi,Naogaon,,Negative,0.715440027717178,model,False
মানুষ বোঝার বাকি নাই সারা চাচা প্লেট নাম্বারে তেলের দাম বাড়লে,Dhaka,Narsingdi,,Sarcastic_negative,0.3888959690426118,model,True
নাটকের মন্চ সংসদ,Brahmanbaria,,,Sarcastic_negative,0.7342022654850964,model,False
গানের নাটকের শুটিং মঙ্র,Chittagong,,,Sarcastic_negative,0.7627617993309884,model,False
শিলং মন্ত্রী সাহেব বাংলাদেশের মানুষের কষ্ট এখন আরো বেড়ে গেছে বিদ্যুৎ বিল যার ছিল ২০০০ একন হয়ে গেছে ৪০০০ তাও আবার ে রাতে স…,Comilla,,,Positive,0.8443819325504599,model,False
সব গুপ্ত কোটি পতি,Dhaka,Khulna,Dinajpur,Sarcastic_negative,0.5247754705046493,model,False
"শালা উদ্দিন একটু বেশি কথা বলে, একটু সন্দেহ হচ্ছে তাকে নিয়ে।",Chittagong,Lakshmipur,,Positive,0.735121195465984,model,False
সংসদে নাটক ঠাপানোর জন্য যায় নাকি চুদানি রা,Dhaka,Gazipur,,Sarcastic_negative,0.5996754815166846,model,False
সিলং সালাউদ্দীন নাটক কম করো পিও,Dhaka,Khulna,,Sarcastic_negative,0.4026639029770966,model,True
বাসনে ভাত না থাকলে ভাষনে পেট ভরবে না।,Dhaka,Chittagong,Patuakhali,Negative,0.3961405549028046,model,True
"একমাত্র তেলের দাম বারালে আর কোন কিছুই বারানো লাগে না, ওগুলো অটো দাম বেড়ে যায়। কি চারাকিরে",Khulna,Magura,,Positive,0.3710208468279153,model,True
আল্লাহর লালনত তোর উপরে পরুক,Dhaka,Faridpur,,Negative,0.8434161620386135,model,False
একদিক দিয়ে কমাবেন চারদিক দিয়ে বাড়িয়ে নেবেন দারুন ম্যাজিক,Dhaka,,,Negative,0.5188571688375712,model,False
Lake hoker,Dhaka,Khulna,Kushtia,Sarcastic_negative,0.5288858277139901,model,False
দু:খের বিষয়:- জামায়াত বিএনপি তোষণ নীতি অবলম্বন করছে। অতীতের তীক্ত অভিজ্ঞতার পরও যদি জামায়াত বিএনপি বিরোধী শক্ত অবস্থান না নেয় …,Chittagong,,,Negative,0.8786996140942751,model,False
আলহামদুলিল্লাহ,Dhaka,Chittagong,,Positive,0.6722752494029804,model,False
বাটপার,Dhaka,Khulna,Faridpur,Negative,0.871431474129864,model,False
কিন্তু বিদ্যুৎতের দাম কেন অতিরিক্ত বাড়ানো হলো।,Dhaka,Magura,Patuakhali,Sarcastic_negative,0.5367066790081618,model,False
নিত্য প্রয়োজনীয় পণ্যের দাম আগের চেয়ে আরও বৃদ্ধি পেয়েছে,Barisal,,,Sarcastic_negative,0.3983842664340671,model,True
তেল গ্যাস বিদ্যুৎ হইছে,Dhaka,Mymensingh,,Sarcastic_negative,0.448886392816977,model,True
"আচ্ছা মন্ত্রণালয়ের সকল কাজ কি সরাষ্টমন্ত্রীর, তা হলে অন্য মন্ত্রী রেখে কি লাভ",Dhaka,Narsingdi,,Sarcastic_negative,0.6200537838428231,model,False
পাগল সব একতে হয়েছে,Tangail,,,Sarcastic_negative,0.6162933336221381,model,False
বিদ্যুতের বিলিতে এত পরিমান টাকা কি জন্য আসতেছে,Chittagong,Dhaka,,Sarcastic_negative,0.3998444799892826,model,True
যেহেতু বলছে যে এটার উপরে কোন ট্যাক্স গ্রহণ করা হবে না বা নিত্য প্রয়োজনীয় জিনিসের উপরে হস্তক্ষেপ করবে না তার মানে শতভাগ নিশ্চিত এটা হবে,Dhaka,Narsingdi,,Neutral,0.4417797546465059,model,True
"সব কিছুর #বাজেট হলো, যে গুলোর বাজেট হয়নি, সেই গুলোও উপস্থাপন হয়েছেন। কিন্তু,,, সবচেয়ে খুশি/আনন্দের ব্যপার হলো, যে দেশ অরক্ষিত অবস্থায় আছে #সীমান্তের_কাটা_তার নিয়ে আজ অব্দি কোন প্রকার আলোচনা হয়নি, কারন, সবাই পলানোর চিন্তা নিয়ে পথ খুলে রেখেছেন Tarique Rahman Dr. Shafiqur Rahman We Stand With Hasnat PMO Bangladesh - প্রধানমন্ত্রীর কার্যালয়",Dhaka,Barisal,Bhola,Sarcastic_negative,0.6107706826253093,model,False
"ধানের দাম কমিয়ে সার কিট নাশক দাম বাড়িয়ে দেন, গোয়া মারা খাবে কৃষক",Chandpur,Comilla,,Sarcastic_negative,0.3891030677030847,model,True
হাস্যকর,Dhaka,,,Sarcastic_negative,0.5634520120481902,model,False
বিদ্যুৎ তো নিত্যপ্রয়োজনীয় জিনিস এর দাম কমানো যাবে না কেন?,Chittagong,,,Sarcastic_negative,0.5583715429452181,model,False
বিদুৎ দিয়ে অলরেডি হাজার হাজার কুটি লই গগেচে,Dhaka,Chittagong,Lakshmipur,Negative,0.3634707504316288,model,True
আমরা সবাই পেঁয়াজ আর আলু নিয়ে পড়ে আছি এদিকে সাবান হুইল পাউডার শ্যাম্পু এগুলোর দাম যে বৃদ্ধি হচ্ছে এগুলো নিয়ে কারো মাতামাতি নাই,Dhaka,,,Negative,0.6562245779609598,model,False
বলবেন কি কি জিনিসের বড় দাম কমানোর তো একটা লিখবেন,Dhaka,Chittagong,,Sarcastic_negative,0.6548072404723679,model,False
ভুয়া,Dhaka,Barisal,,Sarcastic_negative,0.4070844162607047,model,True
তেলের দাম বাড়লে সব পণ্যের দাম বাড়বে এটাই স্বাভাবিক এটা বুঝতে হলে ডিগ্রি লাগে,Dhaka,Mymensingh,,Negative,0.6207231482538166,model,False
"তেল,গ্যাস,বিদ্যুৎ, চাল ডাল, লবণ, সাবান,চিনি। এগুলা বাদ দিয়ে কোনো কিছুর দাম আপনারা বাড়ান নাই। তাই আপনাদের ধুনিয়াবাদ",Rangpur,,,Sarcastic_negative,0.7548874286044874,model,False
"গরিবরা ভাত রান্না করে না, গরিবরা ঘরে আলো জ্বালাবে মা, গরিবরা ধান উৎপাদন করবে না! জ্বালানি তেল, বিদুৎ গ্যাস সব বড়লোকের। …",Dhaka,,,Positive,0.3890340387607502,model,True
নাটকের সংলাপ চলছে,Comilla,Dhaka,Chittagong,Sarcastic_negative,0.7504560472315656,model,False
মন্ত্রী সাহেব আপনি আপনার মন্ত্রনায়ে দিকে নজর দেশে আইন শৃঙ্খলার যে চরম অবনতি তার খেয়াল আপনার আছে।,Dhaka,,,Sarcastic_negative,0.6372870771886379,model,False
তেল গ্যাস বিদ্যুৎ সবকিছুর দামিই তো বাড়তি,Khulna,Magura,,Sarcastic_negative,0.4508300919114241,model,True
মুখে মুখে বল্লে হবে না কার্যকর করতে হবে,Brahmanbaria,,,Neutral,0.9838963930677213,model,False
নিত্য প্রয়োজনীয় দ্রব্যের উপরে কোন রকম ট্যাক্স নিবেন না ঠিক আছে কিন্তু রাস্তায় রাস্তায় জায়গায় জায়গায় যে চাঁদাবাদি এটা কে বন্ধ করবে?????,Dhaka,,,Negative,0.5034085651119914,model,False
আশিক সরকার মারো হে এখন স্বরাষ্ট্রমন্ত্রী শিলং সালাউদ্দিন কে বাজারে পাঠিয়ে দিতে হবে জনগণের বাজার করার জন্যে ছাগলের মতো বলে এসি…,Rangpur,,,Positive,0.7105877388258874,model,False
তোর মায়রে চ*** খানকির পোলারা,Sunamganj,,,Sarcastic_negative,0.4086764755830986,model,True
খাদ্যদ্রব্য উপরে যা ট্যাক্স আছে বাংলাদেশের মানুষ এমনি মরে যাবে যেকোনো ফল কিনতে গেলে দেখা যাচ্ছে তার উপর একটা প্রতি কেজিতে ১০০ …,Chittagong,,,Negative,0.629855995377934,model,False
তোরা গাজা খা,Dhaka,Chittagong,Barisal,Sarcastic_negative,0.4066832359078962,model,True
Bukach*a,Dhaka,Rangpur,,Sarcastic_negative,0.4075596870145629,model,True
১০০/১২০/১৫০ নিচে কোন সবজি নাই আর চাল ডাল তেল এর কথা বল্লে তো হিসেব নেই কি পরিমান সেন্ডিকেট করে দামের উপর দাম বাড়াচ্ছে আর তারা…,Chittagong,,,Positive,0.7906229886459983,model,False
ধুর কুলাঙ্গার,Sylhet,,,Sarcastic_negative,0.4475304207160772,model,True
Natok tapano sala bazaar ee giye dekh Dalal haramzaada,Dhaka,Khulna,Jessore,Sarcastic_negative,0.748851262659258,model,False
তুমি আমার হে****ডা কমাই ছ,Dhaka,Rangpur,,Negative,0.7599554419978448,model,False
Nic,Dhaka,Rajshahi,,Sarcastic_negative,0.5267843236412725,model,False
পরীক্ষা শেষে ওই ক্যামেরা আমার বাসায় নিয়ে আসবো,Dhaka,,,Negative,0.7923377002394916,model,False
এখন সিসি ক্যামেরা থেকে বাহিয়ে আসেন আর কয়টা ক্যামেরা দিবেন পরিক্ষা আসলে নাকি শুধু সিসি ক্যামেরা,Comilla,,,Positive,0.3982168354018371,model,True
আমাদের কলেজে অলরেডি সিসি ক্যামেরা লাগায়ে ফেলছে,Dinajpur,Thakurgaon,,Negative,0.6022328702195379,model,False
পারলে বিচার বিভাগে প্রত্যেকটা বিচার কার্যকরের সময়ে সিসিটিভি ওপেন করেন,Dhaka,,,Negative,0.3744018330311173,model,True
Sudu exam hall a na bathroom ayo cc tv camera laganu dorkar,Chittagong,,,Sarcastic_negative,0.5303078479297328,model,False
পকেটে বেশি টাকা হই গেছে। কই রাখবো বুঝতে পারতেছে না। তাই সি সি ক্যামেরার দিকে খরচা করতেছে। আবার শুনলাম কাকু নাকি বডি ওয়ার্ন ক্যামেরা ও ফিট করবো,Comilla,,,Sarcastic_negative,0.5099308404484467,model,False
https://www.channel24bd.tv/.../%E0%A6%A8%E0%A6%95%E0%A6...,Dhaka,Sylhet,Bhola,Neutral,0.6484122846666527,model,False
"লাগিয়ে কি লাভ বিদ্যুৎ থাকে না,,,,,",Dhaka,Rajshahi,,Sarcastic_negative,0.3979681280312475,model,True
AC r bebostha thakleoo balo hoito....,Chittagong,Chandpur,,Sarcastic_negative,0.4859126965857455,model,True
Ki react dibo bujhte pacchi na,Dinajpur,,,Sarcastic_negative,0.3791967801031435,model,True
sob student der mathai ekta kore camera boshaile aro valo hoi,Chittagong,,,Sarcastic_negative,0.7823605127151994,model,False
"এক্স-রে মেশিন লাগিয়ে দেন, সব দেখতে পাবেন",Moulvibazar,,,Sarcastic_negative,0.4914224996063331,model,True
"Students tomra sobai seje- guje jabe., Camera. te jeno sundor dekha jai.",Rajshahi,,,Sarcastic_negative,0.7474942598668688,model,False
Sby re auto fail dilei pare !,Dhaka,Gazipur,,Sarcastic_negative,0.5661019809196471,model,False
"হালায় তো চুড়ি করে পড়ে, এতদূর গেলো",Dhaka,Mymensingh,,Sarcastic_negative,0.4119889649690527,model,True
এ mc maybe basor rateo cc camera lagaicilo,Chittagong,,,Sarcastic_negative,0.629163793893446,model,False
ভালো উদ্যোগ। এসবের পাশাপাশি শিক্ষকরা যে ছাত্র-ছাত্রীদের দিয়ে বোর্ডের খাতা কাটায় সেটার ব্যাপারে মন্ত্রী সাহেব যথাযথ ব্যবস্থা …,Dhaka,,,Sarcastic_negative,0.4141188462360832,model,True
Toilet a dibena,Rajshahi,,,Sarcastic_negative,0.5322420809586976,model,False
মিলনের শয়নকক্ষে একটা CC ক্যেমেরা লাগানের জোর দাবি জানাচ্ছি,Comilla,,,Sarcastic_negative,0.5757171373934816,model,False
ডং আর ডং,Thakurgaon,,,Positive,0.8800086369693785,model,False
puraton cc camerar order neya hooy jogajog korun আজ e...... Hsc xm ses a home delivery deya hbe,Rangpur,,,Sarcastic_negative,0.5225907835989574,model,False
prottek student er theke ekta koire lagay diyen dekhben kono student nokol korte korte hall e ashe nki,Mymensingh,Tangail,Jamalpur,Sarcastic_negative,0.5566747605398301,model,False
কি কারণে? পয়সা কে দিবে,Dhaka,Rajshahi,Pabna,Sarcastic_negative,0.5652917603002036,model,False
"Kono lave nai , current e thake nh",Dhaka,Comilla,,Sarcastic_negative,0.4891661417802907,model,True
Arr koto?,Dhaka,,,Sarcastic_negative,0.6053090262823307,model,False
শিক্ষা মন্ত্রী CC Camera মন্ত্রী,Dhaka,Madaripur,,Sarcastic_negative,0.6357842954841733,model,False
আলারফোয়ালা কত কাহিনি যে শুরু করছে,Chittagong,,,Negative,0.7278646594543713,model,False
ক্যামেরা কেনা মানেই তো নতুন করে চুরি করার রাস্তা তৈরি নিজে তো ঠিকই ক্যামেরা ছাড়া রুমে পরীক্ষা দেছে এখন আইছে বড় বড় লেকচার দিতে,Dhaka,Pabna,,Positive,0.3583691006861951,model,True
প্রশ্ন ফাঁস তো বন্ধ করতে পারলো না সম্মান বাঁচাতে সিসি দিচ্ছে,Dhaka,Kishoreganj,,Sarcastic_negative,0.685375600625714,model,False
আস্ত জোকার,Dhaka,,,Neutral,0.3593729019802716,model,True
এতেও কাঙ্খিত সাফল্য আসছে না,Chittagong,Patuakhali,,Sarcastic_negative,0.6804461398089849,model,False
ছাপড়ি,Barisal,,,Sarcastic_negative,0.5440353389077501,model,False
Kaku paren sudu amader Sathe e...,Dhaka,Rangpur,,Sarcastic_negative,0.4831884975555314,model,True
জোকারি এখন মানুষ খায় না,Dhaka,Barisal,,Positive,0.7451106922842343,model,False
Pthibite ato mnus mara jaitese. Allah ji tumi......,Dhaka,,,Sarcastic_negative,0.4647356974317947,model,True
Bal falaiba abero.,Dhaka,Rangpur,Gazipur,Sarcastic_negative,0.62481514351899,model,False
Keno,Pirojpur,,,Sarcastic_negative,0.3939215799077417,model,True
Prottek ta bench e CC camera lagan,Dhaka,Tangail,,Sarcastic_negative,0.5723523298794787,model,False
What about Washroom?,Dhaka,Faridpur,,Sarcastic_negative,0.4766225586203467,model,True
Ei bedar ei ak kotha Chara Ki r Kono kotha nai,Dhaka,Gazipur,Tangail,Sarcastic_negative,0.6030615665512984,model,False
আগে ভাই কারেন্টের অবস্থা ঠিক করেন। তারপর আসিয়েন সিসি ক্যামেরা বসাইতে। প্রতি কারেন্টর জন্য পড়তে বসতে পারি না।,Feni,,,Negative,0.4662177015902888,model,True
দূর মিয়া ফাইজলামির একটা লিমিড আছে।,Dhaka,Mymensingh,Comilla,Negative,0.5218658452573345,model,False
Sumaiya Islam তামাশা শুরু করে দিছে নাটক পাইছে,Lakshmipur,Chittagong,,Sarcastic_negative,0.5357000715175776,model,False
বিদ্যুৎ নিরিবিচ্ছন্ন দরকার।,Dhaka,,,Negative,0.3939398024436751,model,True
Halay potibondhi,Dhaka,Manikganj,,Sarcastic_negative,0.5145300180366772,model,False
ere keu thama vhai,Dhaka,,,Sarcastic_negative,0.5586125149004079,model,False
"If possible, assign one bodyguard to stand over each student's head in the examination hall so that cheating can be prevented effectively.",Dhaka,,,Neutral,0.4014546200299151,model,True
বিদ্যুৎ এর যদি একটা প্রপার ব্যাবস্থা করতেন,Comilla,,,Sarcastic_negative,0.7168548169137324,model,False
Bal tao hobena,Bhola,Barisal,,Sarcastic_negative,0.6126484667119646,model,False
কিরে ভাই আমরা কি 26 e exam diye onek বড় ভুল করতেছি নাকি,Thakurgaon,Dhaka,,Sarcastic_negative,0.4759254992195907,model,True
Timer.bomb o lagaya den,Sylhet,,,Sarcastic_negative,0.5392832930613947,model,False
Sobar kace akta koira cemara set kora cai,Mymensingh,,,Sarcastic_negative,0.6413010584526054,model,False
পরীক্ষার হলে শিক্ষকদের না দিয়ে বাংলাদেশের আর্মি দেন।,Dhaka,Kishoreganj,,Negative,0.4501641827129704,model,True
ক্লাস রুমে সি সি ক্যামেরা লাগান।,Dhaka,Mymensingh,,Sarcastic_negative,0.5438992339351886,model,False
টাকা কোথায় পাগল,Chittagong,Noakhali,,Sarcastic_negative,0.4743375615841602,model,True
"বা*লডায় মাঝে মাঝে ভয় দেখাই দেয়,সামনে পরিক্ষা, এমনেই নার্ভাস কাজ করে!",Comilla,,,Negative,0.5411688943856054,model,False
শিক্ষা ব্যবস্থা পরীক্ষা ব্যবস্থা,Barisal,,,Sarcastic_negative,0.4469699136792366,model,True
ssc জে বাস খাইছে hsc keno kabena,Dhaka,,,Sarcastic_negative,0.5894075958144508,model,False
Accha ki korle ei cctv camera er post e shamne asbe nh,Dhaka,Tangail,,Sarcastic_negative,0.6841713193930138,model,False
Cctv pant kobe dibe prottek student der??,Dhaka,Sylhet,,Sarcastic_negative,0.5220053441510608,model,False
পরীক্ষার হলে সিসি ক্যামেরা না লাগিয়ে প্রত্যেকটা ক্লাসরুমে সিসি ক্যামেরা লাগানোর দাবী জানাচ্ছি,Sirajganj,,,Negative,0.7166886319441319,model,False
Exam ar age ki natok suru korse,Dhaka,Bogra,,Sarcastic_negative,0.535711161282167,model,False
Nokol ar aibar nite parlm vlo kore pori aktu,Sirajganj,,,Sarcastic_negative,0.7292942234733218,model,False
একটা লাল জ্যাকেট আর কালো মাস্ক পরাতে বলেন ডিউটির লোক দের পুরাই squid game vibe আজাইরা। মনে হয় পরীক্ষা নয় দেশের গোপন কিছু চুরি …,Dhaka,Sirajganj,,Positive,0.4342279422717182,model,True
Dur,Sunamganj,,,Sarcastic_negative,0.4684968220070475,model,True
AC bebosta koren,Chittagong,,,Sarcastic_negative,0.5818723003373881,model,False
মাতাল,Dhaka,Munshiganj,,Sarcastic_negative,0.4802380757100882,model,True
বিদ্যুৎ ই থাকেনা তা সিসিটিভি দিয়ে কি হবে,Dhaka,Rajshahi,Naogaon,Neutral,0.9949368769154118,model,False
ki lav? amago somoy o asilo…,Dhaka,,,Sarcastic_negative,0.5246955454069756,model,False
আচ্ছা পরীক্ষার হলেই সবাই হাগলে কেমন হয়.?,Dhaka,,,Sarcastic_negative,0.4458645651538451,model,True
Aisob na koira Koiya de.…,Chittagong,Comilla,,Sarcastic_negative,0.5168341732761789,model,False
শিক্ষামন্ত্রী পরীক্ষা মন্ত্রী,Khulna,,,Sarcastic_negative,0.4207301299419227,model,True
হায়রে এইবার মনে হয় না আর পাস করতে পারবো,Rangpur,Bogra,,Sarcastic_negative,0.582780693052498,model,False
CCTV thakleo ki nah thakleo ki ssc exam hole Shobay deikha likhse,Dhaka,,,Sarcastic_negative,0.5499108633320745,model,False
"এই শিক্ষামন্ত্রী শুধু ক্যামেরা নিয়েই থাকবে, আর কিছুই করতে পারবে না",Dhaka,,,Sarcastic_negative,0.4411913061600112,model,True
পরীক্ষার আগেই হের কুর কুরানি পরে কিছুই না,Chittagong,Chandpur,,Negative,0.7906283609173399,model,False
Mr. World wide,Dhaka,,,Sarcastic_negative,0.483551051553692,model,True
বাঁশ,Dhaka,Kishoreganj,,Sarcastic_negative,0.5300743769938638,model,False
Goya mara gase ajk,Rangpur,,,Sarcastic_negative,0.5007528619999466,model,False
সিসিটিভি লাগাতে অনেক পারিশ্রমিক দিতে হবে অনেক খরচ হবে তার চাইতে ভালো হবে শিক্ষকদের করা নজর এবং ম্যাজিস্ট্রেটদের করা নজর দিতে হবে,Dhaka,,,Neutral,0.9684172701309396,model,False
Taile ac er bebostao koiren,Dhaka,Tangail,,Sarcastic_negative,0.6587157029838635,model,False
আর কিছু কি বাকি আছে,Satkhira,Khulna,,Positive,0.513250383269933,model,False
Sajjadur Sajid,Dhaka,Barisal,Bhola,Sarcastic_negative,0.5635125109698855,model,False
এদিকে সিসি ক্যামেরা পরীক্ষা কেন্দ্র থেকে খুলে বাসায় নিয়ে আসার চিন্তা ভাবনা করা আমার বন্ধু Kamrul Hassan আর আমি,Chittagong,,,Negative,0.5679499673492229,model,False
Shahariar Sajib be ready,Dhaka,Khulna,Satkhira,Neutral,0.4448635703530547,model,True
